Driver,LapNumber,Stint,Compound,TyreLife,FreshTyre,LapTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,Position,RaceElapsedTime,AirTemp,Humidity,TrackTemp,WindSpeed,WindDirection,TrackStatus,Year,PitStopNextLap,LapsRemaining
SAI,50.0,3.0,1,3.0,1,3.6702642446787754,2.732314044087265,4.086728554791806,0.7606104277072776,135.0,241.0,288.0,215.0,4.0,4399.234,28.5,31.0,42.5,2.0,169,4,2022,0,3.0
SAI,51.0,3.0,1,4.0,1,0.4062973213833008,0.02798813036496091,0.6182988959636418,0.07343614705704374,304.0,291.0,307.0,288.0,4.0,4523.104,28.4,31.0,42.6,2.0,192,4,2022,0,2.0
SAI,52.0,3.0,1,5.0,1,-0.06801689239503984,-0.2138604433326519,-0.12094480111572832,0.03864554974758722,312.0,297.0,282.0,284.0,4.0,4616.675,28.4,31.0,42.4,1.2,186,4,2022,0,1.0
SAI,53.0,3.0,1,6.0,1,4.0048588274622245,2.2839785680420817,3.18888867052944,2.922906034278469,211.0,206.0,227.0,106.0,4.0,4705.843,28.4,30.0,42.4,1.8,217,4,2022,0,0.0
STR,1.0,1.0,2,2.0,0,0.5358907802012309,-0.27258607611040114,0.21693403244804907,-0.02373759025557589,323.0,310.0,310.0,251.0,11.0,0.0,27.5,33.0,43.4,0.4,165,1,2022,0,52.0
STR,2.0,1.0,2,3.0,0,-0.11606234761764701,-0.17449953534183044,-0.11286043775107803,-0.12139119787591275,306.0,303.0,303.0,339.0,10.0,95.021,27.8,32.0,43.5,0.5,4,1,2022,0,51.0
STR,3.0,1.0,2,4.0,0,-0.18349834530677808,-0.24880114240471785,-0.11500041628877973,-0.18473407849451032,308.0,307.0,305.0,327.0,10.0,183.743,27.9,32.0,43.7,2.0,36,1,2022,0,50.0
STR,4.0,1.0,2,5.0,0,-0.23499100807899054,-0.28226843850386507,-0.17515759073750298,-0.20056979864915928,310.0,310.0,304.0,332.0,10.0,271.839,27.8,32.0,44.1,1.3,181,1,2022,0,49.0
STR,5.0,1.0,2,6.0,0,-0.2329442285964125,-0.29005642564643375,-0.20059955779684427,-0.1614603685702528,313.0,313.0,304.0,320.0,10.0,359.457,28.0,31.0,44.2,1.1,186,1,2022,0,48.0
STR,6.0,1.0,2,7.0,0,-0.14008507522895214,-0.18502384229124802,-0.08765624608481415,-0.18833310580238444,314.0,308.0,305.0,319.0,11.0,447.094,28.1,32.0,43.9,2.4,187,1,2022,0,47.0
STR,7.0,1.0,2,8.0,0,-0.22680389014867994,-0.295950037538108,-0.18799746196371234,-0.15378244364678653,310.0,308.0,304.0,329.0,11.0,535.593,27.8,33.0,43.9,1.3,198,1,2022,0,46.0
STR,8.0,1.0,2,9.0,0,-0.2172163441513436,-0.23996072456720688,-0.19227741903911574,-0.1919321331102594,308.0,308.0,304.0,315.0,11.0,623.287,27.9,33.0,43.9,2.2,235,1,2022,0,45.0
STR,9.0,1.0,2,10.0,0,-0.20439704107625334,-0.2784796880020746,-0.19037521589449227,-0.12139119787591275,311.0,309.0,304.0,314.0,11.0,711.07,28.0,33.0,43.9,1.5,202,1,2022,0,44.0
STR,10.0,1.0,2,11.0,0,-0.1923318146526395,-0.251537462211566,-0.16897543051747616,-0.14682432418489522,311.0,307.0,304.0,315.0,11.0,798.972,28.1,32.0,44.3,1.2,0,1,2022,0,43.0
STR,11.0,1.0,2,12.0,0,-0.18177474153197698,-0.26458760282884386,-0.16849987973131964,-0.10891456987528013,310.0,309.0,302.0,313.0,11.0,886.986,28.2,32.0,44.4,1.7,202,12,2022,0,42.0
STR,12.0,1.0,2,13.0,0,2.2563705231614617,1.693354462040776,2.174538843658872,0.7253399600901029,270.0,297.0,303.0,315.0,11.0,975.098,28.2,31.0,44.0,2.5,207,2671,2022,0,41.0
STR,13.0,1.0,2,14.0,0,-0.20127300923442498,-0.27258607611040114,-0.16778655355208574,-0.14394510233859525,307.0,308.0,303.0,326.0,11.0,1085.843,28.2,31.0,43.8,1.7,183,1,2022,0,40.0
STR,14.0,1.0,2,15.0,0,-0.2447940045481766,-0.26900781174759936,-0.19727070229375301,-0.2152058430345169,308.0,308.0,303.0,329.0,11.0,1173.774,28.1,32.0,43.4,1.6,209,1,2022,0,39.0
STR,15.0,1.0,2,16.0,0,-0.20299661300922764,-0.2799530909749934,-0.133309121555782,-0.17417693172474405,309.0,308.0,303.0,312.0,11.0,1261.301,28.1,31.0,43.4,0.8,149,1,2022,0,38.0
STR,16.0,1.0,2,17.0,0,-0.2127996094784137,-0.31615670688098946,-0.13402244773501593,-0.15402237880064515,307.0,308.0,303.0,328.0,11.0,1349.216,28.1,32.0,43.3,2.0,215,1,2022,1,37.0
STR,17.0,1.0,2,18.0,0,-0.10561299973291016,-0.15639772738883279,-0.05698322037775816,-0.17513667234017682,314.0,312.0,304.0,312.0,12.0,1437.04,28.1,32.0,43.8,1.6,198,1,2022,1,36.0
STR,18.0,1.0,2,19.0,0,0.2746570830827927,-0.2934242038702477,-0.1280780629080673,0.8997728169451036,312.0,312.0,307.0,330.0,14.0,1525.859,28.1,32.0,43.2,1.2,188,1,2022,1,35.0
STR,19.0,2.0,3,2.0,0,1.9748844816891002,4.020489214695958,-0.14924007289200522,-0.20944739934191695,307.0,306.0,302.0,279.0,18.0,1618.208,28.1,32.0,43.7,1.6,198,1,2022,1,34.0
STR,20.0,2.0,3,3.0,0,-0.13890009763377464,-0.27974260483600477,-0.021792462202220527,-0.14418503749245387,310.0,315.0,305.0,326.0,17.0,1726.34,28.2,32.0,43.7,2.2,169,1,2022,1,33.0
STR,21.0,2.0,3,4.0,0,-0.14622541367668318,-0.1987054413254902,-0.12284700426035178,-0.15090322180048657,316.0,319.0,305.0,313.0,18.0,1814.85,28.2,32.0,43.6,2.2,208,1,2022,0,32.0
STR,22.0,2.0,3,5.0,0,-0.21376913660173988,-0.30984212271133876,-0.16255549490437105,-0.13458763133812035,315.0,318.0,305.0,321.0,18.0,1903.292,28.3,31.0,43.5,1.7,216,1,2022,0,31.0
STR,23.0,2.0,3,6.0,0,-0.23746868850526806,-0.2997387880398977,-0.16992653208978745,-0.19145226280254302,314.0,310.0,304.0,311.0,18.0,1991.107,28.2,32.0,43.4,1.7,219,1,2022,1,30.0
STR,24.0,2.0,3,7.0,0,-0.11347694195544536,-0.10251327580781547,-0.1504289498573956,-0.1597808224932442,316.0,318.0,306.0,312.0,19.0,2078.702,28.2,32.0,43.4,1.8,278,1,2022,1,29.0
STR,25.0,2.0,3,8.0,0,-0.22087900217279866,-0.30773726132145496,-0.1518556022158634,-0.1636197849549778,310.0,307.0,303.0,323.0,18.0,2167.448,28.3,30.0,43.6,1.3,173,1,2022,1,28.0
STR,26.0,2.0,3,9.0,0,-0.2257266377894281,-0.2791111464190397,-0.17468203995134648,-0.18401427303293533,312.0,308.0,304.0,313.0,18.0,2255.197,28.1,31.0,43.6,2.0,145,1,2022,0,27.0
STR,27.0,2.0,3,10.0,0,-0.24867211304148137,-0.28226843850386507,-0.22889482957312116,-0.17681621841718542,313.0,308.0,304.0,312.0,18.0,2342.901,27.9,32.0,43.2,1.2,204,1,2022,0,26.0
STR,28.0,2.0,3,11.0,0,-0.22755796680015636,-0.2957395513991194,-0.22390154631848386,-0.11947171664504638,312.0,308.0,300.0,319.0,18.0,2430.392,28.2,31.0,43.4,1.7,264,1,2022,0,25.0
STR,29.0,2.0,3,12.0,0,-0.23876139133636967,-0.2738489929443313,-0.22960815575235505,-0.1636197849549778,311.0,311.0,304.0,319.0,18.0,2518.079,28.2,31.0,43.4,1.1,208,1,2022,0,24.0
STR,30.0,2.0,3,13.0,0,-0.2478103111540808,-0.2828998969208301,-0.23888139608239575,-0.16409965526269418,313.0,310.0,304.0,313.0,18.0,2605.662,28.4,30.0,43.4,1.2,187,1,2022,0,23.0
STR,31.0,2.0,3,14.0,0,-0.21958629934169704,-0.29889684348394474,-0.1687376551243979,-0.15378244364678653,309.0,308.0,303.0,319.0,18.0,2693.161,28.3,30.0,43.2,1.7,204,1,2022,0,22.0
STR,32.0,2.0,3,15.0,0,-0.232513327652713,-0.2626932275779486,-0.21011057351996237,-0.1820947918020681,311.0,307.0,303.0,309.0,17.0,2780.922,28.4,30.0,42.9,2.2,187,1,2022,0,21.0
STR,33.0,2.0,3,16.0,0,-0.24770258591815517,-0.2906878840633988,-0.22818150339388726,-0.16577920133970278,312.0,308.0,303.0,311.0,17.0,2868.563,28.5,30.0,43.2,1.5,204,1,2022,0,20.0
STR,34.0,2.0,3,17.0,0,-0.25125751870368457,-0.2843732998937481,-0.22295044474617257,-0.1861736894176603,311.0,309.0,304.0,313.0,16.0,2956.063,28.3,30.0,43.1,2.0,183,1,2022,0,19.0
STR,35.0,2.0,3,18.0,0,-0.16863226274910978,-0.2801635771139812,-0.21653050913306746,-0.01342037863966824,313.0,310.0,304.0,319.0,17.0,3043.53,28.4,30.0,43.1,2.0,208,1,2022,0,18.0
STR,36.0,2.0,3,19.0,0,-0.13254430871419234,-0.2953185791211429,-0.12308477965343002,-0.010061286485651896,311.0,261.0,305.0,315.0,16.0,3131.764,28.2,31.0,42.9,2.2,192,1,2022,0,17.0
STR,37.0,2.0,3,20.0,0,-0.15958334293140014,-0.2896354533684573,-0.18989966510833578,-0.009341481024076906,311.0,309.0,306.0,312.0,17.0,3220.333,28.2,31.0,42.8,2.0,158,1,2022,0,16.0
STR,38.0,2.0,3,21.0,0,-0.250395716816284,-0.30605337220954837,-0.21320165362997623,-0.16937822864757773,315.0,312.0,306.0,322.0,17.0,3308.651,28.3,31.0,43.2,0.6,237,1,2022,0,15.0
STR,39.0,2.0,3,22.0,0,0.4820281622386666,-0.3191035128268262,-0.26051895685248927,1.5245639575921726,311.0,303.0,307.0,315.0,17.0,3396.126,28.4,31.0,43.3,1.5,197,1,2022,0,14.0
TSU,1.0,1.0,2,1.0,1,0.8209317544591215,-0.27258607611040114,0.28089561318601924,0.08327348836523502,327.0,315.0,307.0,233.0,18.0,0.0,27.5,33.0,43.4,0.4,165,1,2022,0,51.0
TSU,2.0,1.0,2,2.0,1,-0.027835379394967878,-0.2052305116341295,0.05810006987197367,-0.062367150026765975,314.0,313.0,311.0,323.0,17.0,97.667,27.8,32.0,43.5,0.5,4,1,2022,0,50.0
TSU,3.0,1.0,2,3.0,1,-0.05024222846739447,-0.039788406389287184,-0.10953158224798677,-0.13170840949182125,312.0,330.0,306.0,309.0,17.0,187.208,27.9,32.0,43.7,2.0,36,1,2022,0,49.0
TSU,4.0,1.0,2,4.0,1,-0.17251037124241456,-0.10125035897388533,-0.1882352373567906,-0.2545552082672811,308.0,315.0,305.0,350.0,17.0,276.541,27.8,32.0,44.1,1.3,181,1,2022,0,48.0
TSU,5.0,1.0,2,5.0,1,-0.23283650336048686,-0.24374947506899727,-0.18918633892910272,-0.22552305465042452,309.0,330.0,307.0,334.0,17.0,364.739,28.0,31.0,44.2,1.1,186,1,2022,0,47.0
TSU,6.0,1.0,2,6.0,1,-0.2614914161165717,-0.3216293464946865,-0.1309313676250029,-0.2593539113444483,312.0,331.0,313.0,343.0,17.0,452.377,28.1,32.0,43.9,2.4,187,1,2022,0,46.0
TSU,7.0,1.0,2,7.0,1,-0.24231632412189905,-0.2801635771139812,-0.18561970803293323,-0.20872759388034196,310.0,327.0,306.0,331.0,15.0,539.749,27.8,33.0,43.9,1.3,198,1,2022,0,45.0
TSU,8.0,1.0,2,8.0,1,-0.2659081507895016,-0.2826894107818415,-0.19679515150759738,-0.24711721849767343,312.0,312.0,305.0,348.0,14.0,627.299,27.9,33.0,43.9,2.2,235,1,2022,0,44.0
TSU,9.0,1.0,2,9.0,1,-0.2393000175159948,-0.2847942721717253,-0.16826210433824224,-0.2142461024190833,306.0,313.0,304.0,319.0,14.0,714.63,28.0,33.0,43.9,1.5,202,1,2022,0,43.0
TSU,10.0,1.0,2,10.0,1,-0.2408081708189477,-0.267323922635692,-0.16683545197977445,-0.23895942326649075,308.0,313.0,306.0,319.0,14.0,802.208,28.1,32.0,44.3,1.2,0,1,2022,0,42.0
TSU,11.0,1.0,2,11.0,1,-0.136314691971573,-0.23196225128564957,-0.03391900724919597,-0.18065518087891813,307.0,326.0,305.0,321.0,14.0,889.772,28.2,32.0,44.4,1.7,202,12,2022,0,41.0
TSU,12.0,1.0,2,12.0,1,2.2948284323867325,1.7996499622298912,2.2434937076514814,0.6202483627001593,260.0,289.0,304.0,163.0,14.0,978.306,28.2,31.0,44.0,2.5,207,2671,2022,0,40.0
TSU,13.0,1.0,2,13.0,1,-0.2609527899369465,-0.2828998969208301,-0.20678171801687112,-0.22576298980428314,310.0,317.0,304.0,318.0,14.0,1089.408,28.2,31.0,43.8,1.5,166,1,2022,0,39.0
TSU,14.0,1.0,2,14.0,1,-0.23789958944896758,-0.2719546176934361,-0.17967532320598378,-0.2142461024190833,309.0,315.0,303.0,319.0,14.0,1176.785,28.1,32.0,43.4,1.6,209,1,2022,0,38.0
TSU,15.0,1.0,2,15.0,1,-0.24662533355890334,-0.29468712070417785,-0.17396871377211343,-0.2135262969575083,310.0,317.0,304.0,321.0,14.0,1264.376,28.1,31.0,43.4,0.8,149,1,2022,0,37.0
TSU,16.0,1.0,2,16.0,1,-0.2579364833310423,-0.30268559398573514,-0.17515759073750298,-0.2284022764967245,312.0,319.0,305.0,319.0,14.0,1351.886,28.1,32.0,43.3,2.0,215,1,2022,0,36.0
TSU,17.0,1.0,2,17.0,1,-0.24770258591815517,-0.2984758712059675,-0.19727070229375301,-0.18809317064852665,311.0,331.0,306.0,323.0,14.0,1439.291,28.1,32.0,43.8,1.6,198,1,2022,1,35.0
TSU,18.0,1.0,2,18.0,1,-0.20170391017812603,-0.29468712070417785,-0.10644050213797293,-0.18161492149435174,316.0,332.0,303.0,316.0,13.0,1526.791,28.1,32.0,43.2,1.2,188,1,2022,1,34.0
TSU,19.0,1.0,2,19.0,1,0.24438629178783242,-0.2454333641809039,-0.15304447918125294,0.8028390147863409,311.0,326.0,307.0,314.0,12.0,1614.718,28.1,32.0,43.7,1.6,198,1,2022,1,33.0
TSU,20.0,2.0,3,2.0,0,1.989642839010843,4.058376719713861,-0.1623177195112928,-0.20656817749561698,314.0,330.0,312.0,268.0,18.0,1706.786,28.2,32.0,43.7,2.2,169,1,2022,0,32.0
TSU,21.0,2.0,3,3.0,0,-0.27538797155091377,-0.3195244851048027,-0.19774625307990867,-0.22528311949656593,309.0,310.0,304.0,341.0,17.0,1815.055,28.2,32.0,43.6,2.2,208,1,2022,0,31.0
TSU,22.0,2.0,3,4.0,0,-0.2444708288404012,-0.24311801665203223,-0.20583061644455897,-0.2353603959586158,307.0,308.0,304.0,310.0,17.0,1902.298,28.3,31.0,43.5,1.7,216,1,2022,0,30.0
TSU,23.0,2.0,3,5.0,0,-0.27226393970908547,-0.2765853127511794,-0.21914603845692482,-0.24567760757452345,311.0,311.0,303.0,315.0,17.0,1989.828,28.2,32.0,43.4,1.7,219,1,2022,0,29.0
TSU,24.0,2.0,3,6.0,0,-0.27398754348388654,-0.2605883661880648,-0.22223711856693867,-0.264632484729331,308.0,311.0,304.0,314.0,17.0,2077.1,28.2,32.0,43.4,1.8,278,1,2022,0,28.0
TSU,25.0,2.0,3,7.0,0,-0.2661236012613513,-0.26984975630355224,-0.23032148193158897,-0.2284022764967245,310.0,312.0,302.0,318.0,16.0,2164.356,28.3,31.0,43.2,1.7,186,1,2022,0,27.0
TSU,26.0,2.0,3,8.0,0,-0.2614914161165717,-0.25679961568627513,-0.23626586675853756,-0.22696266557357453,311.0,312.0,303.0,317.0,16.0,2251.685,28.1,31.0,43.6,2.0,145,1,2022,0,26.0
TSU,27.0,2.0,3,9.0,0,-0.2781888276849667,-0.27953211869701616,-0.22413932171156212,-0.2504763106516898,309.0,311.0,304.0,318.0,16.0,2339.057,27.9,32.0,43.2,1.2,204,1,2022,0,25.0
TSU,28.0,2.0,3,10.0,0,-0.3126609031810087,-0.30773726132145496,-0.2714566249340752,-0.24735715365153205,310.0,312.0,302.0,319.0,16.0,2426.274,28.2,31.0,43.4,1.7,264,1,2022,0,24.0
TSU,29.0,2.0,3,11.0,0,-0.292624009298934,-0.2938451761482242,-0.26028118145941187,-0.2298418874198745,308.0,312.0,304.0,317.0,16.0,2513.171,28.2,31.0,43.4,1.1,208,1,2022,0,23.0
TSU,30.0,2.0,3,12.0,0,-0.2815283099986448,-0.2807950355309463,-0.22199934317386041,-0.2586341058828733,311.0,312.0,303.0,320.0,16.0,2600.254,28.4,30.0,43.4,1.2,187,1,2022,0,22.0
TSU,31.0,2.0,3,13.0,0,-0.2771115753257149,-0.2938451761482242,-0.2322236850762124,-0.22360357341955817,309.0,312.0,303.0,319.0,16.0,2687.44,28.3,30.0,43.2,1.7,204,1,2022,0,21.0
TSU,32.0,2.0,3,14.0,0,-0.29348581118633454,-0.28563621672767825,-0.231985909683135,-0.26967112296035595,308.0,313.0,303.0,318.0,15.0,2774.667,28.4,30.0,42.9,2.2,187,1,2022,0,20.0
TSU,33.0,2.0,3,15.0,0,-0.2981179963311158,-0.2868991335616084,-0.2598056306732554,-0.2504763106516898,311.0,313.0,303.0,320.0,15.0,2861.742,28.5,30.0,43.2,1.5,204,1,2022,0,19.0
TSU,34.0,2.0,3,16.0,0,-0.2902540541085806,-0.2976339266500146,-0.2255659740700299,-0.2552750137288561,311.0,314.0,304.0,321.0,14.0,2948.774,28.3,30.0,43.1,2.0,183,1,2022,0,18.0
TSU,35.0,2.0,3,17.0,0,-0.29973387486999276,-0.32731247224737137,-0.23650364215161582,-0.2315214334968831,310.0,315.0,304.0,322.0,14.0,3035.879,28.4,30.0,43.1,2.0,208,1,2022,0,17.0
TSU,36.0,2.0,3,18.0,0,-0.2969330187359383,-0.29237177317530544,-0.24934351337782515,-0.2521558567286984,308.0,313.0,305.0,319.0,13.0,3122.896,28.3,30.0,42.9,1.2,164,1,2022,0,16.0
TSU,37.0,2.0,3,19.0,0,-0.29348581118633454,-0.28647816128363196,-0.2436369039439548,-0.2569545598058647,309.0,314.0,304.0,318.0,13.0,3209.939,28.2,31.0,42.8,2.0,158,1,2022,0,15.0
TSU,38.0,2.0,3,20.0,0,-0.30910597039547777,-0.2997387880398977,-0.2424480269785644,-0.2778289181915386,310.0,313.0,306.0,321.0,13.0,3297.014,28.3,31.0,42.8,1.1,189,1,2022,0,14.0
TSU,39.0,2.0,3,21.0,0,-0.3026424562399713,-0.306895316765502,-0.2560012243840085,-0.24159870995893212,307.0,312.0,305.0,319.0,13.0,3383.944,28.4,31.0,43.3,1.5,197,1,2022,0,13.0
TSU,40.0,2.0,3,22.0,0,-0.20892150098510892,-0.30310656626371163,-0.2514834919155268,-0.041732726794950686,308.0,313.0,304.0,319.0,13.0,3470.934,28.4,31.0,43.2,1.8,191,1,2022,0,12.0
TSU,41.0,2.0,3,23.0,0,-0.27269484065278493,-0.3148937900470593,-0.20297731172762423,-0.21928474065010822,313.0,317.0,304.0,330.0,13.0,3558.794,28.4,32.0,43.1,2.2,179,1,2022,0,11.0
TSU,42.0,2.0,3,24.0,0,-0.27075578640613257,-0.29826538506697964,-0.23412588822083585,-0.20248927988002566,311.0,313.0,302.0,321.0,13.0,3646.062,28.4,31.0,43.1,2.4,203,1,2022,0,10.0
TSU,43.0,2.0,3,25.0,0,-0.316969912618013,-0.3188930266878376,-0.2567145505632424,-0.2591139761905897,310.0,314.0,304.0,320.0,13.0,3733.348,28.4,30.0,42.5,1.8,172,1,2022,0,9.0
TSU,44.0,2.0,3,26.0,0,-0.2869145717949025,-0.2997387880398977,-0.242210251585487,-0.22864221165058313,308.0,312.0,303.0,321.0,13.0,3820.205,28.3,31.0,42.4,1.2,181,1,2022,0,8.0
TSU,45.0,2.0,3,27.0,0,-0.20709017197438218,-0.28647816128363196,-0.22390154631848386,-0.08444118418173126,309.0,313.0,306.0,319.0,14.0,3907.341,28.3,31.0,42.6,1.6,206,1,2022,1,7.0
TSU,46.0,2.0,3,28.0,0,-0.22163307882427355,-0.26606100580176184,-0.1687376551243979,-0.19577109557199296,311.0,314.0,305.0,323.0,13.0,3995.218,28.3,31.0,42.7,1.6,218,12,2022,1,6.0
TSU,47.0,2.0,3,29.0,0,3.0180956663880463,1.5087581181479937,1.9493655464140476,2.8595631536598733,282.0,243.0,307.0,319.0,14.0,4082.96,28.3,30.0,42.7,1.7,234,24,2022,1,5.0
TSU,48.0,3.0,1,1.0,1,4.901348240831146,5.475158921244436,2.196651955215123,2.283238914092185,181.0,136.0,251.0,254.0,14.0,4200.776,28.3,31.0,42.3,1.3,0,4,2022,0,4.0
TSU,49.0,3.0,1,2.0,1,0.31279181660028965,0.1161818226010791,0.16153236586088487,0.22555503460321966,307.0,291.0,281.0,293.0,14.0,4336.074,28.5,31.0,42.2,1.8,188,4,2022,0,3.0
TSU,50.0,3.0,1,3.0,1,3.7156165690032537,0.11976008696388091,3.434986202365125,4.497360513896776,309.0,296.0,190.0,292.0,14.0,4428.777,28.5,31.0,42.5,2.0,169,4,2022,0,2.0
TSU,51.0,3.0,1,4.0,1,5.815827768599563,3.6115146466415973,3.9481055006273578,4.6770719441366575,164.0,148.0,179.0,121.0,14.0,4553.068,28.4,31.0,42.6,2.0,192,4,2022,0,1.0
TSU,52.0,3.0,1,5.0,1,4.574402149798381,2.9524825454690777,3.0495522901857557,3.570011144234363,233.0,261.0,271.0,158.0,14.0,4696.855,28.4,30.0,42.4,1.8,217,4,2022,0,0.0
VER,1.0,1.0,1,1.0,1,0.11069927400474774,-0.27258607611040114,-0.015610301982193682,-0.276869177576105,315.0,316.0,311.0,286.0,4.0,0.0,27.5,33.0,43.4,0.4,165,1,2022,0,52.0
VER,2.0,1.0,1,2.0,1,-0.366092620199872,-0.251537462211566,-0.34825807689825555,-0.35292862134919295,304.0,303.0,303.0,314.0,3.0,91.074,27.8,32.0,43.5,0.5,4,1,2022,0,51.0
VER,3.0,1.0,1,3.0,1,-0.38979217210340017,-0.2898459395074459,-0.3594335203729197,-0.35076920496446884,311.0,303.0,304.0,309.0,3.0,177.475,27.9,32.0,43.7,2.0,36,1,2022,0,50.0
VER,4.0,1.0,1,4.0,1,-0.4327745412375266,-0.34646671089531134,-0.42767505818629326,-0.3130993858087124,307.0,324.0,306.0,325.0,3.0,263.656,27.8,32.0,44.1,1.3,181,1,2022,0,49.0
VER,5.0,1.0,1,5.0,1,-0.4618603549373109,-0.35320226734293847,-0.38701546596996267,-0.4112328637367656,305.0,301.0,302.0,347.0,2.0,349.438,28.0,31.0,44.2,1.1,186,1,2022,0,48.0
VER,6.0,1.0,1,6.0,1,-0.4459170200203923,-0.2934242038702477,-0.4031841926992641,-0.42754845419913096,300.0,301.0,303.0,306.0,2.0,434.95,28.1,32.0,43.9,2.4,187,1,2022,0,47.0
VER,7.0,1.0,1,7.0,1,-0.48502128066121397,-0.31805108213188393,-0.4526414744594789,-0.43666599004574724,301.0,304.0,304.0,307.0,2.0,520.61,27.8,33.0,43.9,1.3,198,1,2022,0,46.0
VER,8.0,1.0,1,8.0,1,-0.4504414799292479,-0.3287858752202901,-0.3960509309069251,-0.40451467942873204,302.0,304.0,303.0,309.0,2.0,605.907,27.7,33.0,43.5,2.0,156,1,2022,0,45.0
VER,9.0,1.0,1,9.0,1,-0.4215711167013133,-0.31994545738277913,-0.3879665675422748,-0.35844712988793515,303.0,305.0,303.0,311.0,2.0,691.525,28.0,33.0,43.9,1.5,202,1,2022,0,44.0
VER,10.0,1.0,1,10.0,1,-0.41435352589432894,-0.3125784425181869,-0.3694200868821943,-0.36948414696541776,301.0,306.0,303.0,309.0,2.0,777.411,28.2,33.0,44.0,1.8,198,1,2022,0,43.0
VER,11.0,1.0,1,11.0,1,-0.42458742330721605,-0.3304697643321967,-0.3584824188006084,-0.38292051558148316,303.0,306.0,302.0,312.0,2.0,863.364,28.2,32.0,44.4,1.7,202,1,2022,0,42.0
VER,12.0,1.0,1,12.0,1,1.879332197423511,-0.3216293464946865,2.0551755963337386,2.3029135967085677,304.0,221.0,197.0,319.0,1.0,949.222,28.1,31.0,43.9,1.7,196,1267,2022,0,41.0
VER,13.0,1.0,1,13.0,1,-0.11638552332542394,0.2852021922087232,-0.3770288994606889,-0.3795614234274668,298.0,302.0,301.0,216.0,1.0,1056.467,28.2,31.0,43.8,1.7,183,71,2022,0,40.0
VER,14.0,1.0,1,14.0,1,-0.4507646556370233,-0.3037380246806767,-0.43171723986861926,-0.39779649512069937,300.0,304.0,300.0,308.0,1.0,1145.186,28.2,31.0,43.8,1.5,166,1,2022,0,39.0
VER,15.0,1.0,1,15.0,1,-0.431481838406425,-0.287109619700597,-0.40056866337540675,-0.40523448489030706,302.0,305.0,300.0,307.0,1.0,1230.801,28.1,31.0,43.4,0.8,149,1,2022,0,38.0
VER,16.0,1.0,1,16.0,1,-0.41973978769058656,-0.28163698008689997,-0.4081774759539014,-0.37764194219660047,300.0,306.0,300.0,308.0,1.0,1316.595,28.1,32.0,43.3,1.7,188,1,2022,0,37.0
VER,17.0,1.0,1,17.0,1,-0.42329472047611444,-0.28668864742262057,-0.3772666748537663,-0.410992928582907,301.0,305.0,302.0,306.0,1.0,1402.498,28.1,32.0,43.8,1.6,198,1,2022,0,36.0
VER,18.0,1.0,1,18.0,1,-0.4109063183447252,-0.2709021869984938,-0.379406653391468,-0.39923610604384935,311.0,306.0,300.0,307.0,1.0,1488.368,28.3,32.0,43.8,1.6,144,1,2022,1,35.0
VER,19.0,1.0,1,19.0,1,-0.4309432122267983,-0.2911088563413753,-0.40294641730618586,-0.39707668965912435,302.0,306.0,300.0,319.0,1.0,1574.353,28.1,32.0,43.7,1.6,198,1,2022,1,34.0
VER,20.0,1.0,1,20.0,1,-0.4362217487871304,-0.3012121910128164,-0.3898687706868983,-0.4105130582751906,304.0,305.0,301.0,319.0,1.0,1660.152,28.1,32.0,43.7,1.6,213,1,2022,1,33.0
VER,21.0,1.0,1,21.0,1,-0.4319127393501261,-0.2955290652601308,-0.3732244931714412,-0.4241893620451146,311.0,306.0,302.0,308.0,1.0,1745.902,28.2,32.0,43.7,2.2,169,1,2022,1,32.0
VER,22.0,1.0,1,22.0,1,-0.41995523816243635,-0.3043694830976418,-0.3534891355459711,-0.407393901275032,311.0,306.0,302.0,309.0,1.0,1831.692,28.2,32.0,43.6,2.2,208,1,2022,1,31.0
VER,23.0,1.0,1,23.0,1,-0.43956123110080997,-0.2911088563413753,-0.37869332721223414,-0.4407448876613394,306.0,306.0,303.0,319.0,1.0,1917.593,28.3,31.0,43.5,1.7,216,1,2022,1,30.0
VER,24.0,1.0,1,24.0,1,-0.43083548699087426,-0.28605718900565547,-0.3893932199007426,-0.41627150196779056,304.0,308.0,303.0,310.0,1.0,2003.312,28.2,32.0,43.4,1.7,219,1,2022,1,29.0
VER,25.0,1.0,1,25.0,1,-0.009414364051770176,-0.2997387880398977,-0.36395125284140134,0.512277543463914,311.0,308.0,307.0,311.0,1.0,2089.112,28.2,32.0,43.4,1.8,278,1,2022,1,28.0
VER,26.0,2.0,2,1.0,1,1.6415826017367512,3.8386291906100256,-0.4326683414409305,-0.45850008904685474,302.0,303.0,302.0,278.0,2.0,2178.824,28.3,30.0,43.6,1.3,173,1,2022,0,27.0
VER,27.0,2.0,2,2.0,1,-0.5157229728998752,-0.3256285831354648,-0.498532125323525,-0.4501023586618135,303.0,306.0,303.0,307.0,2.0,2283.862,28.1,31.0,43.6,2.0,145,1,2022,0,26.0
VER,28.0,2.0,2,3.0,1,-0.4965478809052027,-0.32541809699647617,-0.44170380637789297,-0.4649783382010297,302.0,304.0,303.0,309.0,2.0,2368.874,28.1,32.0,43.1,1.7,228,1,2022,0,25.0
