Driver,LapNumber,Stint,Compound,TyreLife,FreshTyre,LapTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,Position,RaceElapsedTime,AirTemp,Humidity,TrackTemp,WindSpeed,WindDirection,TrackStatus,Year,PitStopNextLap,LapsRemaining
STR,36.0,2.0,3,13.0,0,-0.3753569904894329,-0.24690676715382265,-0.39462427854845733,-0.33205426296351903,305.0,309.0,307.0,316.0,7.0,3359.548,29.4,27.8,43.9,0.5,157,1,2021,0,17.0
STR,37.0,2.0,3,14.0,0,-0.37481836430980775,-0.26016739391008836,-0.39700203247923727,-0.3133393209625701,304.0,310.0,307.0,318.0,7.0,3445.863,29.4,27.5,44.0,0.4,154,1,2021,0,16.0
STR,38.0,2.0,3,15.0,0,-0.37718831950015963,-0.25679961568627513,-0.4184018178562534,-0.3008626929619375,311.0,308.0,305.0,315.0,7.0,3532.183,29.4,27.2,44.0,0.6,171,1,2021,0,15.0
STR,39.0,2.0,3,16.0,0,-0.37287931006315533,-0.25111648993358954,-0.4126952084223822,-0.30350197965437886,311.0,307.0,306.0,313.0,7.0,3618.481,29.4,27.5,43.3,0.7,155,1,2021,0,14.0
STR,40.0,2.0,3,17.0,0,-0.37557244096128267,-0.24438093348596235,-0.39985533719617283,-0.3301347817326527,303.0,306.0,306.0,312.0,7.0,3704.819,29.3,26.8,42.7,0.6,165,1,2021,0,13.0
STR,41.0,2.0,3,18.0,0,-0.4016419480551643,-0.24606482259786897,-0.4343327691924766,-0.35148901042604386,311.0,307.0,306.0,311.0,7.0,3791.132,29.2,23.5,42.1,0.3,176,12,2021,0,12.0
STR,42.0,2.0,3,19.0,0,-0.4235101709479657,-0.2473277394317991,-0.46334136714798735,-0.36948414696541776,311.0,306.0,306.0,319.0,7.0,3877.203,29.2,24.0,41.6,0.4,335,1,2021,0,11.0
STR,43.0,2.0,3,20.0,0,-0.34045401404969144,-0.19933689974245528,-0.41245743302930393,-0.29054548134602987,304.0,306.0,306.0,319.0,7.0,3963.071,29.4,22.9,40.5,0.2,169,12,2021,0,10.0
STR,44.0,2.0,3,21.0,0,1.6299482762568385,0.9945404805994584,2.078715360248456,0.22339561821849468,160.0,178.0,308.0,310.0,7.0,4049.71,29.4,25.4,40.4,0.4,235,2671,2021,0,9.0
STR,45.0,2.0,3,22.0,0,-0.3371145317360118,-0.1713422432570051,-0.38463771203918357,-0.34309128004100253,300.0,302.0,307.0,308.0,7.0,4154.64,29.4,25.7,39.6,0.4,206,1,2021,0,8.0
STR,46.0,2.0,3,23.0,0,-0.3774037699720109,-0.21028217896985008,-0.44550821266714075,-0.32701562473249496,311.0,302.0,307.0,319.0,7.0,4241.31,29.4,25.5,39.4,0.3,188,1,2021,0,7.0
STR,47.0,2.0,3,24.0,0,-0.37298703529907945,-0.2077563453019898,-0.4286261597586054,-0.337092901194544,301.0,303.0,305.0,319.0,7.0,4327.606,29.4,26.8,39.0,0.5,176,1,2021,0,6.0
STR,48.0,2.0,3,25.0,0,-0.3811741532293901,-0.24185509981810208,-0.4081774759539014,-0.337092901194544,302.0,303.0,307.0,310.0,7.0,4413.943,29.5,26.6,38.8,0.3,201,1,2021,0,5.0
STR,49.0,2.0,3,26.0,0,-0.38505226172269486,-0.24711725329281048,-0.42957726133091756,-0.31813802403973646,301.0,302.0,304.0,319.0,7.0,4500.204,29.6,27.2,38.5,0.6,156,1,2021,0,4.0
STR,50.0,2.0,3,27.0,0,-0.4073513855591958,-0.2260686393939761,-0.4526414744594789,-0.3685244063499842,300.0,303.0,307.0,309.0,7.0,4586.429,29.6,27.6,38.3,0.5,158,1,2021,0,3.0
STR,51.0,2.0,3,28.0,0,-0.4169389315565321,-0.22880495920082422,-0.45549477917641445,-0.38388025619691674,301.0,306.0,307.0,319.0,7.0,4672.447,29.6,29.0,38.2,0.6,139,1,2021,0,2.0
STR,52.0,2.0,3,29.0,0,-0.4251260494868412,-0.2669029503577155,-0.4526414744594789,-0.3615662868880929,311.0,302.0,307.0,315.0,7.0,4758.376,29.5,29.6,37.8,0.4,188,1,2021,0,1.0
STR,53.0,2.0,3,30.0,0,-0.4009955966396135,-0.2824789246428537,-0.42672395661398194,-0.3162185428088701,302.0,302.0,305.0,326.0,7.0,4844.229,29.5,29.3,37.6,0.2,161,1,2021,0,0.0
VER,1.0,1.0,2,1.0,1,1.0484474527329928,-0.27258607611040114,-0.1765842430959708,2.2335723372435123,321.0,314.0,227.0,282.0,3.0,0.0,28.8,35.4,44.9,0.3,261,126,2021,0,52.0
VER,2.0,1.0,2,2.0,1,0.035076158385307615,0.5781988976805045,-0.421255122573189,-0.3315743926558027,309.0,313.0,309.0,291.0,2.0,99.674,28.8,35.4,44.9,0.2,333,671,2021,0,51.0
VER,3.0,1.0,2,3.0,1,-0.42997368510347367,-0.30963163657235016,-0.43552164615786615,-0.3409318636562776,314.0,324.0,309.0,318.0,2.0,189.799,29.2,34.1,44.8,0.2,221,1,2021,0,50.0
VER,4.0,1.0,2,4.0,1,-0.3667389716154228,-0.28416281375476027,-0.37203561620605163,-0.2931847680384712,313.0,323.0,307.0,323.0,2.0,275.607,29.2,33.8,45.0,0.3,160,1,2021,0,49.0
VER,5.0,1.0,2,5.0,1,-0.3686780258620752,-0.28163698008689997,-0.37013341306142816,-0.3023023038850875,314.0,323.0,308.0,325.0,2.0,362.002,28.9,32.5,45.2,0.2,83,1,2021,0,48.0
VER,6.0,1.0,2,6.0,1,-0.37255613435537843,-0.27448045136129634,-0.3734622685645194,-0.3157386725011537,312.0,324.0,309.0,322.0,2.0,448.379,28.9,32.6,44.9,0.2,179,1,2021,0,47.0
VER,7.0,1.0,2,7.0,1,-0.28443689136862493,-0.2908983702023874,-0.35610466486982845,-0.11827204087575502,314.0,323.0,308.0,337.0,2.0,534.72,28.7,32.8,44.5,0.2,243,1,2021,0,46.0
VER,8.0,1.0,2,8.0,1,-0.3734179362427805,-0.30394851081966456,-0.36252460048293356,-0.29510424926933754,313.0,316.0,310.0,318.0,2.0,621.879,28.8,32.9,44.7,0.3,307,1,2021,0,45.0
VER,9.0,1.0,2,9.0,1,-0.3520883395296042,-0.31194698410122185,-0.3420759166782287,-0.2591139761905897,311.0,321.0,307.0,324.0,2.0,708.212,28.9,32.7,44.4,0.2,279,1,2021,0,44.0
VER,10.0,1.0,2,10.0,1,-0.3555355470792095,-0.3237342078845696,-0.32210278365968037,-0.27351008542208866,314.0,323.0,308.0,326.0,2.0,794.743,28.9,33.1,43.9,0.3,351,1,2021,0,43.0
VER,11.0,1.0,2,11.0,1,-0.33732998220786153,-0.29258225931429405,-0.32923604545201934,-0.2612733925753147,312.0,322.0,310.0,319.0,2.0,881.242,28.9,32.8,43.9,0.3,219,1,2021,0,42.0
VER,12.0,1.0,2,12.0,1,-0.32946603998532786,-0.3125784425181869,-0.3102140140057823,-0.24015909903578214,311.0,324.0,311.0,330.0,2.0,967.91,28.7,33.0,44.4,0.6,188,1,2021,0,41.0
VER,13.0,1.0,2,13.0,1,-0.3615681602910164,-0.3087896920163972,-0.3696578622752717,-0.2559948191904311,314.0,324.0,312.0,326.0,2.0,1054.651,29.0,34.1,44.3,0.5,195,1,2021,0,40.0
VER,14.0,1.0,2,14.0,1,-0.334852301781584,-0.318682540548849,-0.3202005805150569,-0.23512046080475718,316.0,324.0,310.0,327.0,2.0,1141.094,29.2,34.5,44.3,0.2,200,1,2021,0,39.0
VER,15.0,1.0,2,15.0,1,-0.3760033419049837,-0.3287858752202901,-0.36823120991680386,-0.266791901114056,318.0,325.0,313.0,319.0,2.0,1227.785,29.4,34.5,44.6,0.4,188,1,2021,0,38.0
VER,16.0,1.0,2,16.0,1,-0.33366732418640804,-0.30605337220954837,-0.3007029982826642,-0.26655196596019737,311.0,325.0,313.0,329.0,2.0,1314.094,29.4,32.6,44.8,0.4,129,1,2021,0,37.0
VER,17.0,1.0,2,17.0,1,-0.3255879314920231,-0.3085792058774086,-0.3037940783926781,-0.24255845057436573,317.0,318.0,311.0,330.0,2.0,1400.796,29.4,32.2,44.8,0.2,218,1,2021,0,36.0
VER,18.0,1.0,2,18.0,1,-0.3252647557842477,-0.2898459395074459,-0.3078362600750032,-0.2591139761905897,311.0,320.0,313.0,324.0,2.0,1487.573,29.3,31.9,44.9,0.3,159,1,2021,1,35.0
VER,19.0,1.0,2,19.0,1,-0.321817548234644,-0.3003702464568627,-0.3425514674643852,-0.204408761110892,315.0,326.0,311.0,328.0,2.0,1574.353,29.1,32.5,45.0,0.6,152,1,2021,1,34.0
VER,20.0,1.0,2,20.0,1,-0.2880995493900784,-0.2993178157619212,-0.27906543751256985,-0.19457141980270073,311.0,324.0,310.0,326.0,2.0,1661.165,29.1,32.7,45.0,0.7,149,1,2021,1,33.0
VER,21.0,1.0,2,21.0,1,-0.22529573684572857,-0.12082556989980174,-0.3104517893988606,-0.22648279526585813,321.0,318.0,310.0,329.0,2.0,1748.29,29.3,33.9,44.9,0.6,151,1,2021,1,32.0
VER,22.0,1.0,2,22.0,1,-0.2513652439396087,-0.27300704838837764,-0.25338569506015113,-0.16865842318600274,314.0,315.0,306.0,328.0,1.0,1835.998,29.3,33.9,45.0,0.6,162,1,2021,1,31.0
VER,23.0,1.0,2,23.0,1,0.14915718323001861,-0.195337663101677,-0.3251938637696942,0.7073448235507299,306.0,309.0,307.0,315.0,2.0,1923.464,29.2,33.8,44.6,0.4,231,1,2021,1,30.0
VER,24.0,2.0,3,1.0,1,2.614449207376589,5.648178527492858,-0.5320584557475165,-0.2540753379595647,313.0,340.0,311.0,284.0,9.0,2014.648,29.1,33.7,44.5,0.1,197,1,2021,1,29.0
VER,25.0,2.0,3,2.0,1,-0.49837920991592943,-0.3325746257220805,-0.5275407232790358,-0.3742828500425841,311.0,324.0,313.0,324.0,8.0,2128.717,29.1,31.0,44.9,0.4,185,1,2021,1,28.0
VET,1.0,1.0,2,3.0,0,3.0468583043800552,-0.27258607611040114,0.5902413995804424,5.348650439786101,329.0,325.0,298.0,246.0,13.0,0.0,28.8,35.4,44.9,0.3,261,1267,2021,0,52.0
VET,2.0,1.0,2,4.0,0,-0.24037726987524666,-0.0780968836851671,-0.33161379938279845,-0.2874263243458713,302.0,302.0,306.0,328.0,12.0,118.225,29.0,34.6,44.9,0.1,0,1,2021,0,51.0
VET,3.0,1.0,2,5.0,0,-0.2576133076232669,-0.21491287402759343,-0.2552878982047746,-0.2468772833438148,303.0,305.0,304.0,311.0,12.0,205.793,29.2,34.1,44.8,0.2,221,1,2021,0,50.0
VET,4.0,1.0,2,6.0,0,-0.2774347510334903,-0.2014417611323391,-0.3161583988327318,-0.24495780211294846,304.0,306.0,304.0,313.0,12.0,293.201,29.0,32.9,45.2,0.4,244,1,2021,0,49.0
VET,5.0,1.0,2,7.0,0,-0.2868068465589768,-0.2067039146070475,-0.32495608837661594,-0.250956180959407,305.0,308.0,305.0,314.0,12.0,380.425,28.9,32.5,45.2,0.2,83,1,2021,0,48.0
VET,6.0,1.0,2,8.0,0,-0.3065205647332746,-0.23090982059070803,-0.31687172501196564,-0.27542956665295587,306.0,310.0,308.0,315.0,12.0,467.562,28.9,32.6,44.9,0.2,179,1,2021,0,47.0
VET,7.0,1.0,2,9.0,0,-0.2517961448833097,-0.24395996120798588,-0.28429649616028535,-0.1715376450323027,307.0,324.0,322.0,318.0,12.0,554.516,28.7,32.8,44.5,0.2,243,1,2021,0,46.0
VET,8.0,1.0,2,10.0,0,-0.14622541367668318,-0.11682633325902272,-0.22413932171156212,-0.1420256211077289,312.0,327.0,311.0,334.0,12.0,641.978,28.8,32.9,44.7,0.3,307,1,2021,0,45.0
VET,9.0,1.0,2,11.0,0,-0.08665335821008731,-0.1098802906724077,-0.066256460707798,-0.1765762832633268,318.0,323.0,305.0,340.0,13.0,730.42,29.0,32.9,44.0,0.3,235,1,2021,0,44.0
VET,10.0,1.0,2,12.0,0,-0.220771276936873,-0.21259752649872174,-0.23365033743468022,-0.18929284641781804,306.0,309.0,306.0,321.0,13.0,819.415,28.9,33.1,43.9,0.3,351,1,2021,0,43.0
VET,11.0,1.0,2,13.0,0,-0.25330429818626105,-0.25301086518448473,-0.26028118145941187,-0.18881297611010164,309.0,313.0,309.0,319.0,13.0,907.165,28.7,33.1,44.0,0.5,190,1,2021,0,42.0
VET,12.0,1.0,2,14.0,0,-0.23585280996639107,-0.2294364176177893,-0.259567855280178,-0.1775360238787604,308.0,319.0,310.0,319.0,13.0,994.613,28.7,33.0,44.4,0.6,188,1,2021,0,41.0
VET,13.0,1.0,2,15.0,0,-0.2428549503015242,-0.24606482259786897,-0.25481234741861897,-0.1789756348019104,313.0,319.0,314.0,328.0,13.0,1082.223,29.0,33.8,44.1,0.5,154,1,2021,0,40.0
VET,14.0,1.0,2,16.0,0,-0.23854594086451839,-0.2774272573071331,-0.17491981534442474,-0.2142461024190833,317.0,326.0,316.0,334.0,13.0,1169.768,29.2,34.5,44.3,0.2,200,1,2021,0,39.0
VET,15.0,1.0,2,17.0,0,-0.10690570256401176,-0.3372053207798239,0.1539235532823902,-0.18473407849451032,321.0,310.0,309.0,362.0,13.0,1257.353,29.4,32.8,44.6,0.6,183,1,2021,0,38.0
VET,16.0,1.0,2,18.0,0,-0.21032192905213462,-0.19386426012875826,-0.20630616723071546,-0.21496590788065828,306.0,307.0,307.0,318.0,13.0,1346.16,29.4,32.6,44.8,0.4,129,1,2021,0,37.0
VET,17.0,1.0,2,19.0,0,-0.22292578165537516,-0.2128080126377096,-0.23674141754469405,-0.19073245734096803,311.0,306.0,306.0,312.0,13.0,1434.007,29.3,31.9,44.9,0.3,159,1,2021,0,36.0
VET,18.0,1.0,2,20.0,0,-0.24522490549187764,-0.23259370970261464,-0.23959472226162964,-0.21496590788065828,307.0,310.0,308.0,314.0,13.0,1521.737,29.2,32.5,45.2,0.7,167,1,2021,0,35.0
VET,19.0,1.0,2,21.0,0,-0.24824121209778033,-0.22985738989576648,-0.2445880055162661,-0.2197646109578246,306.0,311.0,305.0,318.0,13.0,1609.26,29.1,32.5,45.0,0.6,152,1,2021,0,34.0
VET,20.0,1.0,2,22.0,0,-0.21958629934169704,-0.20544099777311736,-0.24268580237164264,-0.18569381910994306,311.0,310.0,306.0,317.0,13.0,1696.755,29.3,33.4,44.9,0.6,154,1,2021,1,33.0
VET,21.0,1.0,2,23.0,0,-0.21883222269022062,-0.19470620468471195,-0.2307970327177446,-0.20824772357262558,311.0,311.0,309.0,320.0,13.0,1784.516,29.3,33.9,44.9,0.6,151,1,2021,1,32.0
VET,22.0,1.0,2,24.0,0,0.2723948531283664,-0.22333231958712718,-0.15708666086357811,0.8441078612499732,310.0,317.0,307.0,331.0,14.0,1872.284,29.3,34.1,45.0,0.4,193,1,2021,1,31.0
VET,23.0,2.0,3,3.0,0,2.0873496279949344,4.193929793222357,-0.2474413102332017,-0.05756844694959965,300.0,313.0,302.0,280.0,15.0,1964.612,29.2,33.8,44.6,0.4,231,1,2021,0,30.0
VET,24.0,2.0,3,4.0,0,-0.2913313064678324,-0.18881259279303844,-0.3396981627474496,-0.26655196596019737,297.0,299.0,302.0,310.0,15.0,2073.788,29.2,32.6,44.7,0.5,177,1,2021,1,29.0
VET,25.0,2.0,3,5.0,0,-0.3177239892694894,-0.211124123525803,-0.36395125284140134,-0.27542956665295587,298.0,299.0,300.0,304.0,15.0,2160.883,29.2,30.2,44.9,0.5,179,124,2021,1,28.0
VET,26.0,2.0,3,6.0,0,3.446088028718582,3.0055250524941406,0.9145670357387757,3.1508444304438754,275.0,214.0,307.0,158.0,13.0,2247.733,29.2,30.2,44.9,0.5,179,4,2021,1,27.0
VET,27.0,3.0,2,1.0,1,4.903395020313724,5.357918141827925,2.487213485556387,2.128240804699709,217.0,154.0,249.0,262.0,13.0,2369.522,28.8,30.2,44.9,0.5,179,4,2021,0,26.0
VET,28.0,3.0,2,2.0,1,4.822170192426174,1.2039741888928648,3.7949781474851534,5.362806613863742,197.0,230.0,109.0,225.0,13.0,2504.839,28.8,30.3,43.4,0.5,184,4,2021,0,25.0
VET,29.0,3.0,2,3.0,1,-0.28287487544770923,3.5677335297320196,5.852210848395641,4.907169756686789,122.0,133.0,124.0,181.0,13.0,2639.402,28.8,30.3,44.5,0.3,158,4,2021,0,24.0
VET,30.0,3.0,2,4.0,1,4.873878305670238,2.040025132954586,5.568782579846716,2.735036808807405,138.0,212.0,324.0,184.0,13.0,2791.959,29.0,28.5,44.9,0.3,162,41,2021,0,23.0
VET,31.0,3.0,2,5.0,1,-0.0951636518481733,-0.20986120669187286,-0.04889885701310702,-0.09907722856708885,322.0,317.0,327.0,340.0,13.0,2927.002,29.3,27.6,44.8,0.4,152,1,2021,0,22.0
VET,32.0,3.0,2,6.0,1,-0.07157182518056923,-0.0797807727970737,-0.0850407167609568,-0.15834121157009423,320.0,314.0,316.0,332.0,13.0,3015.918,29.3,28.1,44.7,0.5,151,12,2021,0,21.0
VET,33.0,3.0,2,7.0,1,-0.25158069441145997,-0.2536423236014498,-0.2481546364124356,-0.19649090103356795,310.0,328.0,314.0,327.0,13.0,3105.053,29.4,28.0,44.6,0.3,152,1,2021,0,20.0
VET,34.0,3.0,2,8.0,1,-0.30845961897992696,-0.3247866385795111,-0.32115168208736905,-0.16841848803214413,321.0,337.0,311.0,332.0,13.0,3192.517,29.4,28.1,44.4,0.1,247,1,2021,0,19.0
VET,35.0,3.0,2,9.0,1,-0.31524630884321037,-0.3214188603556979,-0.290240880987234,-0.21856493518853323,310.0,328.0,312.0,336.0,13.0,3279.453,29.4,27.8,44.1,0.1,0,1,2021,0,18.0
VET,36.0,3.0,2,10.0,1,-0.35111881240627957,-0.2843732998937481,-0.35562911408367276,-0.2747097611913809,309.0,325.0,313.0,329.0,13.0,3366.326,29.4,27.8,43.9,0.5,157,1,2021,0,17.0
VET,37.0,3.0,2,11.0,1,-0.3655539940202453,-0.28626767514464335,-0.3934354015830678,-0.26655196596019737,311.0,331.0,314.0,324.0,13.0,3452.866,29.4,27.5,44.0,0.4,154,1,2021,0,16.0
VET,38.0,3.0,2,12.0,1,-0.35542782184328386,-0.33804726533577756,-0.2876253516633766,-0.29174515711532123,312.0,325.0,314.0,335.0,13.0,3539.272,29.4,26.7,43.4,0.6,158,1,2021,0,15.0
VET,39.0,3.0,2,13.0,1,-0.341746716880793,-0.2757433681952265,-0.34588032296747645,-0.27351008542208866,308.0,327.0,313.0,331.0,13.0,3625.772,29.4,27.5,43.3,0.7,155,1,2021,0,14.0
VET,40.0,3.0,2,14.0,1,-0.3351754774893594,-0.26374565827289015,-0.3418381412851513,-0.27662924242224723,309.0,322.0,312.0,319.0,13.0,3712.399,29.3,26.8,42.7,0.6,165,1,2021,0,13.0
VET,41.0,3.0,2,15.0,1,-0.3572591508540106,-0.31994545738277913,-0.2897653302010783,-0.31429906157800375,314.0,319.0,311.0,335.0,13.0,3799.087,29.2,23.5,42.1,0.3,176,12,2021,0,12.0
VET,42.0,3.0,2,16.0,1,-0.3226793501220445,-0.26837635333063425,-0.347069199932866,-0.23823961780491576,312.0,324.0,315.0,330.0,13.0,3885.57,29.2,24.0,41.6,0.4,335,1,2021,0,11.0
VET,43.0,3.0,2,17.0,1,-0.2868068465589768,-0.2696392701645644,-0.28643647469798705,-0.21808506488081686,316.0,323.0,314.0,333.0,13.0,3972.374,29.4,22.9,40.5,0.2,169,12,2021,0,10.0
VET,44.0,3.0,2,18.0,1,1.4245162513476168,1.0290602073935464,2.0827575419307816,-0.27758898303768,265.0,281.0,320.0,319.0,13.0,4059.511,29.4,25.4,40.4,0.4,235,2671,2021,0,9.0
VET,45.0,3.0,2,19.0,1,-0.341315815937092,-0.318682540548849,-0.21605495834691182,-0.35460816742620155,333.0,307.0,307.0,349.0,12.0,4162.534,29.4,25.7,39.6,0.4,206,1,2021,0,8.0
VET,46.0,3.0,2,20.0,1,-0.3556432723151336,-0.21217655422074455,-0.40151976494771807,-0.32077731073217863,307.0,319.0,313.0,310.0,12.0,4249.165,29.4,25.5,39.4,0.3,188,1,2021,0,7.0
VET,47.0,3.0,2,21.0,1,-0.37988145039828847,-0.2738489929443313,-0.39985533719617283,-0.30614126634682104,311.0,322.0,312.0,328.0,12.0,4335.663,29.4,26.8,39.0,0.5,176,1,2021,0,6.0
VET,48.0,3.0,2,22.0,1,-0.37460291383795646,-0.26606100580176184,-0.37607779788837675,-0.32725555988635274,308.0,318.0,312.0,327.0,12.0,4421.936,29.5,26.6,38.8,0.3,201,1,2021,0,5.0
VET,49.0,3.0,2,23.0,1,-0.39313165441707826,-0.2717441315544475,-0.4184018178562534,-0.31933769980902865,309.0,320.0,312.0,316.0,12.0,4508.258,29.6,27.2,38.5,0.6,156,1,2021,0,4.0
VET,50.0,3.0,2,24.0,1,-0.4159694044332059,-0.3010017048738278,-0.43171723986861926,-0.32341659742462003,311.0,321.0,312.0,329.0,12.0,4594.408,29.6,27.6,38.3,0.5,158,1,2021,0,3.0
VET,51.0,3.0,2,25.0,1,-0.36598489496394637,-0.17555196603677198,-0.41007967909852483,-0.37692213673502545,306.0,314.0,312.0,328.0,12.0,4680.346,29.5,29.0,38.1,0.4,186,1,2021,0,2.0
VET,52.0,3.0,2,26.0,1,-0.3790196485108864,-0.22543718097701101,-0.39486205394153556,-0.36444550873439285,307.0,308.0,311.0,316.0,12.0,4766.748,29.5,29.6,37.8,0.4,188,1,2021,0,1.0
VET,53.0,3.0,2,27.0,1,-0.3974406638540841,-0.25679961568627513,-0.3791688779983906,-0.38555980227392533,309.0,309.0,312.0,327.0,12.0,4853.029,29.5,29.3,37.6,0.2,161,1,2021,0,0.0
ALO,1.0,1.0,2,1.0,1,0.35103427535370924,-0.27258607611040114,0.27661565611061584,-0.1281093821839463,324.0,310.0,303.0,259.0,7.0,0.0,27.5,33.0,43.4,0.4,165,1,2022,0,52.0
ALO,2.0,1.0,2,2.0,1,-0.16453870378395677,-0.23511954337047491,-0.11262266235799978,-0.1605006279548192,306.0,307.0,303.0,312.0,7.0,93.305,27.8,32.0,43.5,0.5,4,1,2022,0,51.0
ALO,3.0,1.0,2,3.0,1,-0.23617598567416648,-0.22396377800409226,-0.25291014427399466,-0.1912123276486844,302.0,321.0,301.0,310.0,7.0,181.577,27.9,32.0,43.7,2.0,36,1,2022,0,50.0
ALO,4.0,1.0,2,4.0,1,-0.2566437804999407,-0.2936346900092356,-0.18918633892910272,-0.2216840921886918,303.0,319.0,303.0,327.0,7.0,269.184,27.8,32.0,44.1,1.3,181,1,2022,0,49.0
ALO,5.0,1.0,2,5.0,1,-0.2474871354463054,-0.28163698008689997,-0.18585748342601063,-0.21832500003467462,311.0,322.0,302.0,319.0,7.0,356.601,28.0,31.0,44.2,1.1,186,1,2022,0,48.0
ALO,6.0,1.0,2,6.0,1,-0.25351974865811233,-0.301422677151805,-0.19964845622453212,-0.19529122526427573,311.0,323.0,303.0,329.0,7.0,444.103,28.1,32.0,43.9,2.4,187,1,2022,0,47.0
ALO,7.0,1.0,2,7.0,1,-0.27969698098791806,-0.3136308732131292,-0.2326992358623689,-0.20632824234175923,305.0,323.0,303.0,328.0,7.0,531.549,27.8,33.0,43.9,1.3,198,1,2022,0,46.0
ALO,8.0,1.0,2,8.0,1,-0.256859230971792,-0.3081582335994322,-0.20511729026532508,-0.18953278157167666,302.0,322.0,302.0,329.0,7.0,618.752,27.9,33.0,43.9,2.2,235,1,2022,0,45.0
ALO,9.0,1.0,2,9.0,1,-0.24910301398518242,-0.31405184549110565,-0.17848644624059423,-0.19241200341797662,303.0,322.0,301.0,330.0,7.0,706.167,28.0,33.0,43.9,1.5,202,1,2022,0,44.0
ALO,10.0,1.0,2,10.0,1,-0.19653309885371967,-0.2237532918651044,-0.1456734419958357,-0.2113668805727833,307.0,324.0,301.0,327.0,8.0,793.654,28.1,32.0,44.3,1.2,0,1,2022,0,43.0
ALO,11.0,1.0,2,11.0,1,-0.22098672740872274,-0.2605883661880648,-0.1599399655805137,-0.20944739934191695,304.0,323.0,301.0,329.0,8.0,881.629,28.2,32.0,44.4,1.7,202,12,2022,0,42.0
ALO,12.0,1.0,2,12.0,1,2.196259841515239,1.6043188252487042,1.8609131001890473,1.0094231822583568,209.0,264.0,305.0,332.0,8.0,969.377,28.2,31.0,44.0,2.5,207,2671,2022,0,41.0
ALO,13.0,1.0,2,13.0,1,-0.2530888477144113,-0.3231027494676045,-0.13402244773501593,-0.23584026626633217,316.0,311.0,302.0,341.0,7.0,1079.564,28.2,31.0,43.8,1.7,183,1,2022,0,40.0
ALO,14.0,1.0,2,14.0,1,-0.17391079930944178,-0.2831103830598187,-0.0695853162108901,-0.17009803410915272,302.0,322.0,303.0,327.0,7.0,1167.014,28.1,32.0,43.4,1.6,209,1,2022,0,39.0
ALO,15.0,1.0,2,15.0,1,-0.20816742433363247,-0.2824789246428537,-0.13259579537654811,-0.1835344027252181,311.0,322.0,302.0,337.0,7.0,1255.199,28.1,31.0,43.4,0.8,149,1,2022,0,38.0
ALO,16.0,1.0,2,16.0,1,-0.2507188925240579,-0.28837253653452716,-0.1651710242282284,-0.23871948811263216,311.0,321.0,303.0,330.0,7.0,1343.066,28.1,32.0,43.3,2.0,215,1,2022,0,37.0
ALO,17.0,1.0,2,17.0,1,-0.22809659297978152,-0.28795156425655066,-0.12546253358420997,-0.22888214680444088,303.0,323.0,301.0,331.0,7.0,1430.538,28.1,32.0,43.8,1.6,198,1,2022,0,36.0
ALO,18.0,1.0,2,18.0,1,-0.15602841014587077,-0.15450335213793756,-0.07315194710705875,-0.2732701502682309,306.0,323.0,302.0,327.0,7.0,1518.22,28.1,32.0,43.2,1.2,188,1,2022,0,35.0
ALO,19.0,1.0,2,19.0,1,-0.266662227440978,-0.2948976068431657,-0.15732443625665635,-0.2747097611913809,311.0,319.0,302.0,329.0,6.0,1606.571,28.1,32.0,43.7,1.6,198,1,2022,1,34.0
ALO,20.0,1.0,2,20.0,1,-0.2231412321272249,-0.2826894107818415,-0.10548940056566163,-0.2439980614975157,311.0,306.0,301.0,324.0,6.0,1693.895,28.2,32.0,43.7,2.2,169,1,2022,1,33.0
ALO,21.0,1.0,2,21.0,1,-0.22960474628273286,-0.2763748266121916,-0.07838300575477429,-0.2929448328846126,311.0,306.0,301.0,310.0,6.0,1781.623,28.3,31.0,43.7,1.5,176,1,2022,1,32.0
ALO,22.0,1.0,2,22.0,1,-0.2353141837867659,-0.2565891295472865,-0.15827553782896764,-0.2475970888053898,303.0,303.0,301.0,311.0,6.0,1869.291,28.3,31.0,43.5,1.7,216,1,2022,0,31.0
ALO,23.0,1.0,2,23.0,1,-0.18791507997970802,-0.2635351721339023,-0.04818553083387396,-0.24519773726680708,306.0,306.0,301.0,309.0,6.0,1956.906,28.2,31.0,43.4,1.3,215,1,2022,1,30.0
ALO,24.0,1.0,2,24.0,1,-0.2121532580628629,-0.22964690375677788,-0.15684888547049985,-0.2281623413428659,302.0,303.0,301.0,314.0,6.0,2044.961,28.2,32.0,43.4,1.7,219,1,2022,1,29.0
ALO,25.0,1.0,2,25.0,1,-0.2528733972425615,-0.2542737820184149,-0.15946441479435805,-0.28814612980744625,300.0,301.0,301.0,308.0,6.0,2132.791,28.3,31.0,43.2,1.7,186,1,2022,1,28.0
ALO,26.0,1.0,2,26.0,1,-0.23876139133636967,-0.2540632958794263,-0.1637443718697606,-0.25263572703641474,299.0,303.0,301.0,319.0,6.0,2220.243,28.3,30.0,43.6,1.3,173,1,2022,0,27.0
ALO,27.0,1.0,2,27.0,1,-0.15473570731476918,-0.12503529267956864,-0.10406274820719383,-0.2727902799605137,306.0,319.0,304.0,310.0,7.0,2307.826,27.9,32.0,43.2,1.2,204,1,2022,0,26.0
