Driver,LapNumber,Stint,Compound,TyreLife,FreshTyre,LapTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,Position,RaceElapsedTime,AirTemp,Humidity,TrackTemp,WindSpeed,WindDirection,TrackStatus,PitStopNextLap,LapsRemaining
3,10.0,1.0,2,10.0,1,-0.11070364336649773,-0.16156558649137998,0.039293214546051156,0.18512012423868165,315.0,312.0,307.0,323.0,10.0,791.731,29.8,41.0,44.1,0.6,178,1,0,42.0
3,11.0,1.0,2,11.0,1,-0.11765481055364342,-0.17924931596346416,0.12987198585119958,0.17845249609500358,317.0,314.0,307.0,316.0,10.0,879.099,29.9,41.0,43.9,2.2,162,1,0,41.0
3,12.0,1.0,2,12.0,1,-0.11876699730358847,-0.1450807539326578,0.2337061871034354,0.021286975565398922,314.0,314.0,306.0,314.0,10.0,966.442,29.9,41.0,43.9,1.8,181,1,0,40.0
3,13.0,1.0,2,13.0,1,-0.1690934477385397,-0.18254628247520838,0.24917085537504918,-0.03872167772772076,313.0,314.0,307.0,321.0,10.0,1053.781,29.8,41.0,43.1,1.2,172,1,0,39.0
3,14.0,1.0,2,14.0,1,-0.04425048505736108,-0.02549078682483712,0.20719532720924486,-0.09206270287716235,315.0,312.0,307.0,323.0,10.0,1140.939,29.9,41.0,43.7,1.2,199,1,0,38.0
3,15.0,1.0,2,15.0,1,-0.23276613917281572,-0.2122189810809085,-0.009310028593300792,-0.05110441570884252,318.0,316.0,306.0,325.0,10.0,1228.546,30.0,42.0,43.7,2.0,258,1,0,37.0
3,16.0,1.0,2,16.0,1,-0.1674251676136241,-0.17775069482176245,0.4590484962040472,-0.1387360998829225,316.0,312.0,308.0,323.0,9.0,1315.475,30.0,42.0,43.5,0.8,156,1,0,36.0
3,17.0,1.0,2,17.0,1,-0.16964954111351024,-0.19753249389222885,0.22928771045440627,0.015571865727958632,317.0,312.0,306.0,319.0,9.0,1402.639,29.9,41.0,43.7,1.7,0,1,0,35.0
3,18.0,1.0,2,18.0,1,-0.13656198530268554,-0.18524380053027215,0.6114859405956429,-0.07491737336484149,319.0,315.0,308.0,325.0,9.0,1489.795,29.8,39.0,43.5,1.5,268,1,0,34.0
3,19.0,1.0,2,19.0,1,-0.12460597774079306,-0.17295510716831544,0.48555935609823775,-0.018718793296679737,318.0,316.0,308.0,326.0,9.0,1577.07,29.8,40.0,43.6,1.2,158,1,1,33.0
3,20.0,1.0,2,20.0,1,0.1439871223706063,-0.1573694472946145,2.113768001266383,0.14987694690780212,317.0,316.0,308.0,327.0,7.0,1664.388,29.9,40.0,44.3,0.8,201,1,1,32.0
3,21.0,1.0,2,21.0,1,1.2820322142504916,-0.1681595195148695,1.0577520821478295,4.538128783755543,318.0,316.0,308.0,324.0,6.0,1752.672,30.0,39.0,44.4,1.6,180,1,1,31.0
3,22.0,2.0,3,4.0,0,5.423537624353301,5.891664929071433,0.4104452530647031,-0.25303829663172495,317.0,305.0,308.0,281.0,12.0,1845.049,30.0,39.0,44.0,1.3,145,1,0,30.0
3,23.0,2.0,3,5.0,0,-0.255009874171689,-0.17954904019180493,-0.4754593150661303,-0.03014901297156032,314.0,309.0,308.0,316.0,12.0,1952.321,29.9,41.0,43.7,1.3,178,1,0,29.0
3,24.0,2.0,3,6.0,0,-0.22720520542309836,-0.1762520736800607,-0.09105184660038308,-0.1111130690019622,311.0,312.0,309.0,309.0,11.0,2039.17,29.9,41.0,43.6,1.5,210,1,0,28.0
3,25.0,2.0,3,7.0,0,-0.2411075397973937,-0.2065242207424413,-0.007100790268782297,-0.09873033102084044,314.0,312.0,307.0,314.0,11.0,2126.119,29.9,41.0,43.5,1.7,177,1,0,27.0
3,26.0,2.0,3,8.0,0,-0.2708585353583872,-0.19003938818371915,-0.35836968386679136,-0.10158788593956058,315.0,313.0,307.0,316.0,10.0,2213.018,29.8,40.0,43.6,1.6,156,1,0,26.0
3,27.0,2.0,3,9.0,0,-0.30589241798161476,-0.20862229034082352,-0.46220388511903504,-0.11778069714564028,314.0,314.0,307.0,321.0,10.0,2299.81,29.9,40.0,43.4,1.0,228,1,0,25.0
3,28.0,2.0,3,10.0,0,-0.29004375679491656,-0.21191925685256882,-0.19709528617714525,-0.16731164907012394,316.0,314.0,308.0,322.0,9.0,2386.476,29.9,41.0,43.0,1.2,174,1,0,24.0
3,29.0,2.0,3,11.0,0,-0.21385896442377358,-0.17355455562499697,-0.01593774356684843,-0.1063504774707631,320.0,327.0,308.0,325.0,10.0,2473.199,29.9,41.0,43.3,0.8,112,1,0,23.0
3,30.0,2.0,3,12.0,0,-0.2366587927976214,-0.15377275655452952,-0.1904675712035976,-0.17207424060132306,319.0,317.0,309.0,316.0,10.0,2560.196,29.7,42.0,42.5,0.8,317,1,0,22.0
3,31.0,2.0,3,13.0,0,-0.2552879208591763,-0.20472587537239884,0.10557036428151967,-0.20160230809476232,315.0,314.0,309.0,326.0,10.0,2647.111,29.7,41.0,42.5,1.2,190,1,0,21.0
3,32.0,2.0,3,14.0,0,-0.28337063629525416,-0.18254628247520838,-0.2589539592635846,-0.21112749115716392,317.0,314.0,308.0,320.0,10.0,2733.959,29.8,41.0,42.6,1.1,136,1,0,20.0
3,33.0,2.0,3,15.0,0,-0.27725360917056235,-0.1534730323261898,-0.45336693182097676,-0.19874475317604218,316.0,314.0,310.0,318.0,10.0,2820.706,29.9,41.0,42.6,1.1,174,1,0,19.0
3,34.0,2.0,3,16.0,0,-0.3345312267926632,-0.20442615114405804,-0.31418491737647636,-0.29304406549380363,315.0,314.0,308.0,321.0,10.0,2907.475,29.8,42.0,42.5,1.5,164,1,0,18.0
3,35.0,2.0,3,17.0,0,-0.34732137441701744,-0.22780464095460945,-0.26116319758810314,-0.28542391904388437,313.0,313.0,308.0,325.0,10.0,2994.038,29.8,41.0,42.6,0.8,232,1,0,17.0
3,36.0,2.0,3,18.0,0,-0.36400417566617344,-0.20262780577401557,-0.17721214125650234,-0.4587822507795653,313.0,313.0,309.0,322.0,10.0,3080.555,29.9,42.0,42.5,1.2,196,1,0,16.0
3,37.0,2.0,3,19.0,0,-0.3854137706025889,-0.20412642691571833,-0.4688316000925827,-0.4016311524051658,316.0,314.0,310.0,324.0,10.0,3167.012,30.0,43.0,42.5,1.8,208,1,0,15.0
3,38.0,2.0,3,20.0,0,-0.33147271323031924,-0.23649664357648115,-0.13965508973972718,-0.2558958515504451,317.0,315.0,306.0,321.0,10.0,3253.392,30.1,41.0,42.5,1.5,171,1,0,14.0
3,39.0,2.0,3,21.0,0,-0.29449250379469283,-0.2014289088606546,0.07685026606281849,-0.3340023526621234,313.0,314.0,309.0,319.0,10.0,3339.966,30.0,40.0,42.8,1.1,145,1,0,13.0
3,40.0,2.0,3,22.0,0,-0.3214630324808257,-0.19213745778210134,-0.1993045245016559,-0.3368599075808436,313.0,314.0,309.0,319.0,10.0,3426.673,30.0,40.0,42.6,1.3,168,1,0,12.0
3,41.0,2.0,3,23.0,0,-0.2644634615462121,-0.2230090533011635,0.17184751401699605,-0.20350734470724127,316.0,316.0,309.0,325.0,9.0,3513.283,30.1,41.0,42.9,2.0,187,1,0,11.0
3,42.0,2.0,3,24.0,0,-0.3790186967904138,-0.22660574404124847,-0.2501170059655185,-0.40258367071140694,317.0,315.0,309.0,320.0,9.0,3600.098,30.2,40.0,42.9,1.8,190,1,0,10.0
3,43.0,2.0,3,25.0,0,-0.46187660966121524,-0.2373958162615024,-0.4732500767416196,-0.5559391180160469,313.0,314.0,309.0,326.0,9.0,3686.501,30.2,39.0,42.5,1.6,168,1,0,9.0
3,44.0,2.0,3,26.0,0,-0.4479742752869199,-0.24069278277324768,-0.3959267353835665,-0.5311736420538068,318.0,315.0,310.0,322.0,9.0,3772.606,30.1,39.0,42.5,1.6,144,1,0,8.0
3,45.0,2.0,3,27.0,0,-0.4140525794136374,-0.24129223122992816,-0.28104634250873817,-0.4625923240045266,320.0,318.0,309.0,319.0,9.0,3858.761,30.0,40.0,41.7,1.1,161,1,0,7.0
3,46.0,2.0,3,28.0,0,-0.3651163624161145,-0.22750491672626974,0.10777960260603817,-0.5064081660915666,313.0,317.0,311.0,326.0,9.0,3945.038,30.0,41.0,41.6,1.5,181,1,0,6.0
3,47.0,2.0,3,29.0,0,-0.23749293286007525,-0.25717761533196987,0.6048582256220952,-0.18921957011364393,321.0,329.0,313.0,324.0,9.0,4031.491,30.0,41.0,41.8,1.6,190,1,0,5.0
3,48.0,2.0,3,30.0,0,-0.162142280551394,-0.22600629558456695,0.6866000436291775,-0.06539219030243987,317.0,331.0,311.0,333.0,9.0,4118.403,30.1,41.0,41.2,1.7,161,1,0,4.0
3,49.0,2.0,3,31.0,0,-0.14490338592726354,-0.23499802243477944,1.2389096247581262,-0.21589008268836304,323.0,328.0,312.0,323.0,9.0,4205.586,30.0,42.0,41.2,1.2,157,1,0,3.0
3,50.0,2.0,3,32.0,0,-0.11292801686638387,-0.2050255996007396,1.5128551769980823,-0.3197145780685227,326.0,332.0,312.0,333.0,9.0,4292.831,30.0,41.0,40.8,1.6,152,1,0,2.0
3,51.0,2.0,3,33.0,0,-0.10319638280437754,-0.3045340434097531,1.7713360609664321,-0.08158500150851956,333.0,329.0,308.0,345.0,9.0,4380.191,30.0,41.0,40.8,1.7,161,1,0,1.0
4,1.0,1.0,2,1.0,1,2.282166149137349,-0.169957864884912,5.005660968057561,1.1090628812914962,324.0,316.0,306.0,276.0,18.0,0.0,29.3,41.0,42.8,0.6,332,1,0,50.0
4,2.0,1.0,2,2.0,1,0.25854235761480804,-0.013801541919560893,1.1660047600491024,0.49468857376668507,310.0,309.0,306.0,320.0,17.0,96.123,29.2,41.0,42.5,1.5,4,1,0,49.0
4,3.0,1.0,2,3.0,1,0.041665941375788246,-0.03418278944670883,0.028247022923466533,0.3070424674374034,313.0,326.0,305.0,319.0,17.0,184.819,29.2,40.0,43.1,1.0,189,1,0,48.0
4,4.0,1.0,2,4.0,1,-0.08178678786795807,-0.11870502183870296,-0.04023936513652048,0.18226256931996151,313.0,326.0,308.0,325.0,17.0,272.735,29.4,39.0,43.2,1.3,23,1,0,47.0
4,5.0,1.0,2,5.0,1,-0.02006042324608491,-0.1609661380346995,0.2381246637524724,0.40800940789884627,308.0,327.0,305.0,347.0,17.0,360.207,29.5,40.0,43.1,0.8,204,1,0,46.0
4,6.0,1.0,2,6.0,1,-0.12293769761587746,-0.17595234945171995,-0.0004730752952346606,0.20607552697596385,313.0,324.0,305.0,331.0,17.0,447.901,29.5,42.0,43.3,1.6,145,1,0,45.0
4,7.0,1.0,2,7.0,1,-0.15463501998926987,-0.1942355273804846,-0.2545354826145555,0.2651316619628424,307.0,325.0,305.0,328.0,17.0,535.225,29.7,41.0,43.4,1.7,164,1,0,44.0
4,8.0,1.0,2,8.0,1,-0.14629361936469584,-0.24818588848175738,0.24254314040150154,0.2508438873692416,310.0,322.0,305.0,334.0,17.0,622.435,29.7,42.0,43.6,2.4,0,1,1,43.0
4,9.0,1.0,2,9.0,1,-0.11125973674146827,-0.21102008416754756,-0.15732899633585945,0.4251547374111638,309.0,325.0,305.0,330.0,17.0,709.675,29.7,43.0,43.6,1.0,162,1,1,42.0
4,10.0,1.0,2,10.0,1,1.1866622004428153,-0.21042063571086603,0.288937145216335,4.677196456466579,312.0,325.0,308.0,327.0,18.0,797.041,29.8,41.0,43.9,2.2,168,1,1,41.0
4,11.0,2.0,3,4.0,0,6.229316924687507,6.771355539250521,-0.24348929099197086,-0.006336055315561361,301.0,299.0,302.0,277.0,19.0,889.075,29.9,41.0,43.9,2.2,162,1,0,40.0
4,12.0,2.0,3,5.0,0,-0.09318670205488395,-0.09113039283138505,-0.43348378690033385,0.2251258931007637,313.0,299.0,302.0,306.0,19.0,999.245,29.9,42.0,43.3,1.7,8,1,0,39.0
4,13.0,2.0,3,6.0,0,-0.11070364336649773,-0.11630722801197893,-0.34290501559518544,0.20607552697596385,303.0,301.0,302.0,309.0,18.0,1086.676,29.8,41.0,43.1,1.2,172,1,0,38.0
4,14.0,2.0,3,7.0,0,-0.11626457711621507,-0.13009454251563843,0.008363878002823621,0.07939059224603963,306.0,304.0,302.0,310.0,18.0,1174.044,30.1,40.0,43.7,1.5,205,1,0,37.0
4,15.0,2.0,3,8.0,0,-0.11209387680392607,-0.10971329498849049,0.10115188763249053,-0.011098646846760476,308.0,309.0,306.0,311.0,18.0,1261.392,30.0,42.0,43.7,2.0,258,1,0,36.0
4,16.0,2.0,3,9.0,0,-0.18855671586255632,-0.16156558649137998,0.043711691195080296,-0.08349003812100192,313.0,305.0,306.0,313.0,18.0,1348.755,30.0,40.0,43.9,1.7,178,1,0,35.0
4,17.0,2.0,3,10.0,0,-0.19189327611238752,-0.1624647591764012,-0.20814147779972203,0.016524384034199806,307.0,306.0,306.0,314.0,18.0,1435.843,29.9,41.0,43.7,1.7,0,1,0,34.0
4,18.0,2.0,3,11.0,0,-0.19828834992456265,-0.15377275655452952,-0.004891551944263802,-0.12063825206436044,306.0,305.0,305.0,319.0,18.0,1522.919,29.7,40.0,43.5,1.3,216,1,0,33.0
4,19.0,2.0,3,12.0,0,-0.17521047486323155,-0.12170226412210641,0.09010569600991375,-0.18445697858244145,305.0,306.0,306.0,319.0,18.0,1609.972,29.8,40.0,43.6,1.2,158,1,0,32.0
4,20.0,2.0,3,13.0,0,-0.20329319029930945,-0.19723276966388806,0.13208122417571022,-0.05872456215876178,308.0,318.0,306.0,326.0,18.0,1697.108,30.0,39.0,44.4,1.6,180,1,0,31.0
4,21.0,2.0,3,14.0,0,-0.016723862996253717,-0.1552713776962323,0.6777630903311114,0.21179063681340415,306.0,306.0,305.0,324.0,17.0,1784.143,30.0,39.0,44.3,1.2,82,1,0,30.0
4,22.0,2.0,3,15.0,0,-0.15213259980190041,-0.15377275655452952,-0.05349479508361575,0.058435189508760824,313.0,307.0,305.0,312.0,17.0,1871.849,30.0,39.0,44.0,1.3,145,1,0,29.0
4,23.0,2.0,3,16.0,0,-0.08679162824270487,-0.1381870966808286,0.288937145216335,0.08510570208347992,313.0,306.0,305.0,319.0,17.0,1959.068,29.9,41.0,43.7,1.3,178,1,0,28.0
4,24.0,2.0,3,17.0,0,-0.1963420231121598,-0.2050255996007396,0.24917085537504918,-0.06062959877124075,313.0,307.0,306.0,315.0,17.0,2046.522,29.9,41.0,43.6,1.5,210,1,0,27.0
4,25.0,2.0,3,18.0,0,-0.15102041305195538,-0.19543442429384664,0.15859208406990077,0.10320354990204197,313.0,307.0,305.0,319.0,16.0,2133.582,29.9,41.0,43.5,1.7,177,1,0,26.0
4,26.0,2.0,3,19.0,0,-0.04897727874462062,-0.09952267122491705,0.22707847212988777,0.1184438428018805,313.0,308.0,304.0,319.0,15.0,2220.805,29.8,40.0,43.6,1.6,156,1,0,25.0
4,27.0,2.0,3,20.0,0,-0.1604740004264784,-0.15676999883793402,0.16963827569247755,-0.05681952554627943,313.0,308.0,303.0,319.0,15.0,2308.395,29.9,40.0,43.4,1.0,228,1,0,24.0
4,28.0,2.0,3,21.0,0,-0.06816250018115,-0.15407248078287028,0.35742353327632204,0.16987983133884313,308.0,307.0,304.0,319.0,15.0,2395.584,29.9,41.0,43.0,1.2,174,1,0,23.0
4,29.0,2.0,3,22.0,0,-0.10653294305420874,-0.13668847553912686,0.22707847212988777,0.039384823383960973,309.0,307.0,303.0,319.0,15.0,2483.105,29.9,41.0,42.9,1.0,163,1,1,22.0
4,30.0,2.0,3,23.0,0,-0.0300701039955785,-0.12859592137393563,0.5562549824827433,0.1336841357017224,308.0,307.0,304.0,314.0,15.0,2570.488,29.7,42.0,42.5,0.8,317,1,1,21.0
4,31.0,2.0,3,24.0,0,1.2339301373154266,-0.15077551427112607,0.82578205807367,4.418111477169297,313.0,307.0,308.0,315.0,17.0,2658.146,29.8,42.0,42.8,1.3,193,1,1,20.0
4,32.0,3.0,2,1.0,1,5.2700558528610735,5.891964653299772,-0.6963831475177129,-0.3025692485562052,306.0,303.0,304.0,281.0,19.0,2750.35,29.8,41.0,42.6,1.1,136,1,0,19.0
4,33.0,3.0,2,2.0,1,-0.36900901604092023,-0.16875896797154996,-0.8068450637435043,-0.31209443161860345,303.0,303.0,305.0,310.0,19.0,2857.07,29.8,41.0,42.4,1.3,242,1,0,18.0
4,34.0,3.0,2,3.0,1,-0.24722456692208553,-0.18584324898695367,-0.42022835695323857,-0.007288573621799153,305.0,306.0,305.0,309.0,18.0,2943.509,29.8,42.0,42.5,1.5,164,1,0,17.0
4,35.0,3.0,2,4.0,1,-0.2399953530474526,-0.15287358386950828,-0.6566168576764271,0.014619347421720838,304.0,304.0,303.0,311.0,18.0,3030.386,29.8,41.0,42.6,1.8,139,1,0,16.0
4,36.0,3.0,2,5.0,1,-0.26946830192095883,-0.1363887513107861,-0.7251032457364142,-0.10920803238948323,305.0,306.0,305.0,313.0,18.0,3117.289,29.9,42.0,42.5,1.2,196,1,0,15.0
4,37.0,3.0,2,6.0,1,-0.35232621479176424,-0.16726034682984825,-0.6168505678351413,-0.34162249911204606,313.0,306.0,307.0,312.0,18.0,3204.086,30.1,41.0,42.5,1.5,171,1,0,14.0
4,38.0,3.0,2,7.0,1,-0.3918088444147641,-0.17295510716831544,-0.9570732698105736,-0.31209443161860345,307.0,307.0,306.0,314.0,18.0,3290.585,30.0,40.0,42.8,1.6,186,1,0,13.0
4,39.0,3.0,2,8.0,1,-0.28642914985759815,-0.12499923063385064,-0.8399836386112346,-0.153976392782761,306.0,307.0,305.0,312.0,17.0,3376.942,30.0,40.0,42.6,1.3,168,1,0,12.0
4,40.0,3.0,2,9.0,1,-0.3387019271049522,-0.1822465582468687,-0.8642852601809144,-0.14064113649540144,313.0,306.0,305.0,313.0,16.0,3463.678,30.0,40.0,42.8,1.7,205,1,0,11.0
4,41.0,3.0,2,10.0,1,-0.39486735797710804,-0.1588680684363173,-1.1470677657189365,-0.28542391904388437,313.0,308.0,305.0,312.0,16.0,3550.226,30.1,41.0,42.9,2.0,187,1,0,10.0
4,42.0,3.0,2,11.0,1,-0.37290166966572197,-0.14448130547597732,-0.9637009847841211,-0.3349548709683646,308.0,308.0,305.0,313.0,16.0,3636.572,30.3,39.0,42.5,1.3,188,1,0,9.0
4,43.0,3.0,2,12.0,1,-0.5130372001586282,-0.2125187053092493,-1.228809583726019,-0.4845002450480466,307.0,310.0,307.0,315.0,16.0,3722.997,30.2,39.0,42.5,1.6,168,1,0,8.0
4,44.0,3.0,2,13.0,1,-0.5583588102188326,-0.23080188323801396,-1.2774128268653628,-0.560701709547246,310.0,310.0,307.0,316.0,16.0,3808.918,30.0,40.0,41.7,0.8,334,1,0,7.0
4,45.0,3.0,2,14.0,1,-0.40849164566392004,-0.2245076744428652,-0.6124320911861122,-0.35400523709316445,313.0,310.0,307.0,319.0,16.0,3894.676,30.0,40.0,41.7,1.1,161,1,0,6.0
4,46.0,3.0,2,15.0,1,-0.4098818791013484,-0.21191925685256882,-0.7781249655247953,-0.32733472451844536,311.0,310.0,307.0,314.0,16.0,3980.973,30.0,41.0,41.8,1.6,190,1,0,5.0
4,47.0,3.0,2,16.0,1,-0.45103278884926384,-0.25298147613520333,-0.9018423116976818,-0.28447140073764315,310.0,311.0,308.0,316.0,16.0,4067.265,30.0,41.0,41.2,1.1,176,1,0,4.0
4,48.0,3.0,2,17.0,1,-0.41099406585129344,-0.224807398671206,-0.535108749828059,-0.3949635242614843,311.0,311.0,309.0,317.0,16.0,4153.409,30.1,41.0,41.2,1.7,161,1,0,3.0
4,49.0,3.0,2,18.0,1,0.04083180131333045,-0.23319967706473693,1.6277355698729026,0.2470338141442837,313.0,325.0,311.0,322.0,16.0,4239.697,30.0,41.0,41.0,1.2,179,1,0,2.0
4,50.0,3.0,2,19.0,1,-0.10875731655409489,-0.17265538293997573,-0.06895946335522952,0.2737043267190028,307.0,307.0,307.0,315.0,15.0,4327.61,30.0,41.0,40.8,1.6,152,1,0,1.0
5,1.0,1.0,3,4.0,0,1.1802671266306402,-0.169957864884912,2.235276109114751,0.22226833818204356,323.0,318.0,308.0,292.0,10.0,0.0,29.3,41.0,42.8,0.6,332,1,0,51.0
5,2.0,1.0,3,5.0,0,0.019700253064402182,-0.09562625625649128,0.5871843190259629,0.18607264254492284,316.0,312.0,308.0,308.0,9.0,92.16,29.2,41.0,42.5,1.5,4,1,0,50.0
5,3.0,1.0,3,6.0,0,-0.1326693316778838,-0.1061166042484055,0.043711691195080296,-0.06824974522116001,311.0,324.0,307.0,306.0,9.0,179.997,29.2,40.0,43.1,1.0,189,1,0,49.0
5,4.0,1.0,3,7.0,0,-0.14823994617709474,-0.17835014327844292,0.3795159165214834,-0.03681664111524179,309.0,316.0,309.0,311.0,9.0,267.286,29.4,39.0,43.2,1.3,23,1,0,48.0
5,5.0,1.0,3,8.0,0,-0.20885412404902678,-0.18434462784525088,-0.2589539592635846,0.04986252475260038,312.0,322.0,307.0,315.0,9.0,354.519,29.5,40.0,43.1,0.8,204,1,0,47.0
5,6.0,1.0,3,9.0,0,-0.29338031704474776,-0.22330877752950426,-0.15511975801134095,-0.16064402092644248,315.0,321.0,308.0,329.0,9.0,441.534,29.5,42.0,43.3,1.6,145,1,0,46.0
5,7.0,1.0,3,10.0,0,-0.2964388306070917,-0.18254628247520838,-0.393717497059048,-0.19779223486980438,313.0,322.0,310.0,322.0,9.0,528.245,29.7,41.0,43.4,1.7,164,1,0,45.0
5,8.0,1.0,3,11.0,0,-0.3122874917937899,-0.23200078015137598,-0.5174348432319346,-0.04157923264644091,315.0,325.0,309.0,319.0,9.0,614.945,29.7,42.0,43.6,2.4,0,1,0,44.0
5,9.0,1.0,3,12.0,0,-0.28086821610788076,-0.19813194234890932,-0.7074293391402897,0.040337341690198765,312.0,325.0,309.0,323.0,9.0,701.588,29.7,43.0,43.6,1.0,162,1,0,43.0
5,10.0,1.0,3,13.0,0,-0.21441505779874412,-0.2053253238290793,-0.31418491737647636,0.12130139772060065,317.0,325.0,309.0,321.0,9.0,788.344,29.8,41.0,44.1,0.6,178,1,0,42.0
5,11.0,1.0,3,14.0,0,-0.17993726855049108,-0.18404490361691117,0.2182415188318295,-0.057772043852520605,316.0,326.0,310.0,322.0,9.0,875.339,29.9,41.0,43.9,2.2,162,1,0,41.0
5,12.0,1.0,3,15.0,0,-0.1590837669890461,-0.18014848864848543,0.5164886926414575,-0.1273058802080419,314.0,321.0,311.0,319.0,9.0,962.458,29.9,41.0,43.9,1.8,181,1,0,40.0
5,13.0,1.0,3,16.0,0,-0.131835191615426,-0.19543442429384664,0.5496272675091957,0.00033157282812010805,318.0,330.0,311.0,325.0,9.0,1049.652,29.8,41.0,43.1,1.2,172,1,0,39.0
5,14.0,1.0,3,17.0,0,-0.06677226674372165,-0.14028516627921186,0.4877685944227562,0.07462800071484052,315.0,327.0,311.0,336.0,9.0,1136.944,29.9,41.0,43.7,1.2,199,1,0,38.0
5,15.0,1.0,3,18.0,0,0.08865583156091224,-0.17205593448329418,1.2654204846523167,0.3727662305679633,318.0,328.0,307.0,323.0,8.0,1224.47,30.0,42.0,43.7,2.0,258,1,0,37.0
5,16.0,1.0,3,19.0,0,-0.14629361936469584,-0.16336393186142248,-0.1330273747661874,0.14320931876412063,315.0,325.0,309.0,324.0,8.0,1312.555,30.0,42.0,43.5,0.8,156,1,0,36.0
5,17.0,1.0,3,20.0,0,-0.05036751218204897,-0.14777827198772156,0.5761381274033862,0.11653880618940153,312.0,320.0,310.0,326.0,8.0,1399.795,29.9,41.0,43.7,1.7,0,1,0,35.0
5,18.0,1.0,3,21.0,0,-0.13544979855274444,-0.1486774446727428,0.2977740985143933,-0.05205693401508031,314.0,317.0,309.0,317.0,8.0,1487.38,29.8,39.0,43.5,1.5,268,1,0,34.0
5,19.0,1.0,3,22.0,0,-0.08818186168013717,-0.18524380053027215,0.6004397489730582,0.09558340345212273,317.0,325.0,307.0,320.0,8.0,1574.659,29.8,40.0,43.6,1.2,158,1,0,33.0
5,20.0,1.0,3,23.0,0,0.017753926251999334,-0.10851439807512846,0.8036896748285165,0.12701650755804095,310.0,317.0,309.0,321.0,6.0,1662.108,29.9,40.0,44.3,0.8,201,1,0,32.0
5,21.0,1.0,3,24.0,0,-0.10208419605443249,-0.1609661380346995,0.757295670013683,-0.09682529440836148,315.0,321.0,309.0,317.0,4.0,1749.938,30.0,39.0,44.4,1.6,180,1,0,31.0
5,22.0,1.0,3,25.0,0,-0.17020563448848475,-0.17595234945171995,0.6424152771388625,-0.2330354122006839,317.0,322.0,309.0,325.0,2.0,1837.337,30.0,39.0,44.0,1.3,145,1,0,30.0
5,23.0,1.0,3,26.0,0,-0.13878635880257564,-0.12410005794882939,0.3264941967331023,-0.153976392782761,313.0,309.0,306.0,321.0,1.0,1924.491,30.0,40.0,43.7,1.7,134,1,0,29.0
5,24.0,1.0,3,27.0,0,-0.12655230455319197,-0.1468790993027003,0.15196436909635314,0.035574750158999656,310.0,306.0,306.0,322.0,1.0,2011.758,29.9,41.0,43.6,1.5,210,1,0,28.0
5,25.0,1.0,3,28.0,0,0.006910105440047949,-0.01979602648636886,0.9163608293788185,-0.24065555865060317,311.0,308.0,308.0,319.0,2.0,2099.069,29.9,41.0,43.5,2.0,179,1,1,27.0
5,26.0,1.0,3,29.0,0,-0.09985982255454634,-0.12499923063385064,0.36626048657438814,-0.03491160450275944,313.0,309.0,306.0,315.0,2.0,2186.86,29.8,40.0,43.6,1.6,156,1,1,26.0
5,27.0,1.0,3,30.0,0,1.5186499453010114,-0.09742460162653378,0.5098609776679098,5.360152082040673,311.0,309.0,308.0,317.0,5.0,2274.267,29.9,39.0,43.4,1.7,153,1,1,25.0
5,28.0,2.0,2,1.0,1,5.0637452107465215,5.712130116295532,-0.9128885033202586,-0.34448005403076626,326.0,318.0,312.0,283.0,10.0,2367.495,29.9,41.0,43.0,1.2,174,1,0,24.0
5,29.0,2.0,2,2.0,1,-0.6072950272163555,-0.32881170590532577,-1.3193883550311671,-0.39877359748644564,320.0,308.0,306.0,345.0,9.0,2473.473,29.9,41.0,43.3,0.8,112,1,0,23.0
5,30.0,2.0,2,3.0,1,-0.39653563810202364,-0.17565262522337918,-0.7052201008157712,-0.42830166497988487,306.0,307.0,307.0,297.0,9.0,2559.055,29.7,42.0,42.5,0.8,317,1,0,22.0
5,31.0,2.0,2,4.0,1,-0.37874065010292657,-0.16426310454644372,-0.8156820170415625,-0.35591027370564343,310.0,310.0,307.0,300.0,9.0,2645.395,29.7,41.0,42.5,1.2,190,1,0,21.0
5,32.0,2.0,2,5.0,1,-0.31868256560596503,-0.16785979528652872,-0.48650550668870707,-0.28066132751268524,313.0,309.0,307.0,307.0,9.0,2731.799,29.8,41.0,42.6,1.1,136,1,0,20.0
5,33.0,2.0,2,6.0,1,-0.32869224635545863,-0.15317330809784904,-0.6146413295106307,-0.30637932178116317,309.0,307.0,309.0,305.0,9.0,2818.419,29.9,41.0,42.6,1.1,174,1,0,19.0
5,34.0,2.0,2,7.0,1,-0.4254524936005593,-0.1789495917351234,-1.0653259477118464,-0.3616253835430837,311.0,312.0,308.0,310.0,9.0,2905.003,29.8,42.0,42.5,1.5,164,1,0,18.0
5,35.0,2.0,2,8.0,1,-0.4866227648474659,-0.18824104281367665,-1.1470677657189365,-0.5064081660915666,312.0,310.0,308.0,314.0,9.0,2991.239,29.8,41.0,42.6,0.8,232,1,0,17.0
5,36.0,2.0,2,9.0,1,-0.4340719409126246,-0.17715124636508198,-0.7869619188228614,-0.516885867460206,310.0,310.0,308.0,315.0,9.0,3077.255,29.9,42.0,42.5,1.2,196,1,0,16.0
