Driver,LapNumber,Stint,Compound,TyreLife,FreshTyre,LapTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,Position,RaceElapsedTime,AirTemp,Humidity,TrackTemp,WindSpeed,WindDirection,TrackStatus,Year
MAG,21.0,1.0,MEDIUM,21.0,True,0 days 00:01:28.625000,0 days 00:00:28.758000,0 days 00:00:30.476000,0 days 00:00:29.391000,301.0,303.0,297.0,305.0,11.0,1799.203,28.3,31.0,43.7,1.5,176,1,2022
RIC,21.0,2.0,HARD,2.0,True,0 days 00:01:27.372000,0 days 00:00:28.334000,0 days 00:00:30.134000,0 days 00:00:28.904000,306.0,304.0,302.0,318.0,12.0,1804.861,28.3,31.0,43.7,1.5,176,1,2022
GAS,21.0,2.0,HARD,4.0,False,0 days 00:01:27.447000,0 days 00:00:28.215000,0 days 00:00:30.016000,0 days 00:00:29.216000,309.0,325.0,304.0,327.0,13.0,1805.504,28.3,31.0,43.7,1.5,176,1,2022
DEV,21.0,2.0,MEDIUM,2.0,True,0 days 00:01:27.098000,0 days 00:00:28.252000,0 days 00:00:30.013000,0 days 00:00:28.833000,,310.0,305.0,317.0,14.0,1807.91,28.2,32.0,43.6,2.2,208,1,2022
ZHO,21.0,2.0,HARD,3.0,True,0 days 00:01:26.598000,0 days 00:00:27.974000,0 days 00:00:29.680000,0 days 00:00:28.944000,313.0,323.0,307.0,318.0,15.0,1809.147,28.2,32.0,43.6,2.2,208,1,2022
OCO,21.0,2.0,HARD,2.0,True,0 days 00:01:27.215000,0 days 00:00:28.383000,0 days 00:00:29.847000,0 days 00:00:28.985000,300.0,300.0,301.0,307.0,16.0,1813.959,28.2,32.0,43.6,2.2,208,1,2022
STR,21.0,2.0,HARD,4.0,False,0 days 00:01:28.442000,0 days 00:00:28.638000,0 days 00:00:30.452000,0 days 00:00:29.352000,316.0,319.0,305.0,313.0,18.0,1814.85,28.2,32.0,43.6,2.2,208,1,2022
TSU,21.0,2.0,HARD,3.0,False,0 days 00:01:27.243000,0 days 00:00:28.064000,0 days 00:00:30.137000,0 days 00:00:29.042000,309.0,310.0,304.0,341.0,17.0,1815.055,28.2,32.0,43.6,2.2,208,1,2022
LAT,21.0,2.0,HARD,6.0,True,0 days 00:01:27.208000,0 days 00:00:27.998000,0 days 00:00:30.159000,0 days 00:00:29.051000,317.0,318.0,309.0,328.0,19.0,1817.362,28.2,32.0,43.6,2.2,208,1,2022
VER,22.0,1.0,SOFT,22.0,True,0 days 00:01:25.901000,0 days 00:00:28.136000,0 days 00:00:29.482000,0 days 00:00:28.283000,,306.0,302.0,309.0,1.0,1831.692,28.2,32.0,43.6,2.2,208,1,2022
RUS,22.0,1.0,SOFT,22.0,True,0 days 00:01:26.714000,0 days 00:00:28.127000,0 days 00:00:29.881000,0 days 00:00:28.706000,310.0,304.0,303.0,308.0,2.0,1841.276,28.2,32.0,43.6,2.2,208,1,2022
LEC,22.0,2.0,MEDIUM,10.0,True,0 days 00:01:25.641000,0 days 00:00:27.984000,0 days 00:00:29.409000,0 days 00:00:28.248000,,310.0,307.0,,3.0,1846.495,28.2,32.0,43.6,2.2,208,1,2022
SAI,22.0,1.0,MEDIUM,22.0,True,0 days 00:01:26.715000,0 days 00:00:28.195000,0 days 00:00:29.972000,0 days 00:00:28.548000,310.0,309.0,305.0,313.0,4.0,1859.02,28.2,32.0,43.6,2.2,208,1,2022
NOR,22.0,1.0,MEDIUM,22.0,True,0 days 00:01:26.880000,0 days 00:00:28.255000,0 days 00:00:29.935000,0 days 00:00:28.690000,308.0,306.0,303.0,311.0,5.0,1867.43,28.3,31.0,43.5,1.7,216,1,2022
ALO,22.0,1.0,MEDIUM,22.0,True,0 days 00:01:27.615000,0 days 00:00:28.363000,0 days 00:00:30.303000,0 days 00:00:28.949000,303.0,303.0,301.0,311.0,6.0,1869.291,28.3,31.0,43.5,1.7,216,1,2022
HAM,22.0,1.0,MEDIUM,22.0,True,0 days 00:01:26.646000,0 days 00:00:28.163000,0 days 00:00:29.912000,0 days 00:00:28.571000,314.0,307.0,305.0,309.0,7.0,1871.781,28.3,31.0,43.5,1.7,216,1,2022
MSC,22.0,1.0,MEDIUM,22.0,True,0 days 00:01:27.537000,0 days 00:00:28.607000,0 days 00:00:29.975000,0 days 00:00:28.955000,303.0,303.0,298.0,305.0,8.0,1882.334,28.3,31.0,43.5,1.7,216,1,2022
BOT,22.0,1.0,MEDIUM,22.0,True,0 days 00:01:28.688000,0 days 00:00:28.726000,0 days 00:00:30.746000,0 days 00:00:29.216000,320.0,325.0,304.0,316.0,10.0,1883.654,28.3,31.0,43.5,1.7,216,1,2022
PER,22.0,2.0,HARD,15.0,True,0 days 00:01:26.750000,0 days 00:00:28.397000,0 days 00:00:29.858000,0 days 00:00:28.495000,301.0,303.0,304.0,323.0,9.0,1883.779,28.3,31.0,43.5,1.7,216,1,2022
MAG,22.0,1.0,MEDIUM,22.0,True,0 days 00:01:28.395000,0 days 00:00:28.753000,0 days 00:00:30.335000,0 days 00:00:29.307000,,302.0,298.0,304.0,11.0,1887.828,28.3,31.0,43.5,1.7,216,1,2022
RIC,22.0,2.0,HARD,3.0,True,0 days 00:01:27.370000,0 days 00:00:28.399000,0 days 00:00:30.148000,0 days 00:00:28.823000,305.0,304.0,303.0,311.0,12.0,1892.233,28.3,31.0,43.5,1.7,216,1,2022
GAS,22.0,2.0,HARD,5.0,False,0 days 00:01:27.330000,0 days 00:00:28.096000,0 days 00:00:30.117000,0 days 00:00:29.117000,311.0,326.0,304.0,325.0,13.0,1892.951,28.3,31.0,43.5,1.7,216,1,2022
DEV,22.0,2.0,MEDIUM,3.0,True,0 days 00:01:26.748000,0 days 00:00:28.013000,0 days 00:00:29.777000,0 days 00:00:28.958000,312.0,313.0,306.0,,14.0,1895.008,28.3,31.0,43.5,1.7,216,1,2022
ZHO,22.0,2.0,HARD,4.0,True,0 days 00:01:27.281000,0 days 00:00:28.103000,0 days 00:00:30.104000,0 days 00:00:29.074000,310.0,312.0,306.0,328.0,15.0,1895.745,28.3,31.0,43.5,1.7,216,1,2022
OCO,22.0,2.0,HARD,3.0,True,0 days 00:01:27.160000,0 days 00:00:28.315000,0 days 00:00:29.857000,0 days 00:00:28.988000,302.0,301.0,302.0,306.0,16.0,1901.174,28.3,31.0,43.5,1.7,216,1,2022
TSU,22.0,2.0,HARD,4.0,False,0 days 00:01:27.530000,0 days 00:00:28.427000,0 days 00:00:30.103000,0 days 00:00:29,307.0,308.0,304.0,310.0,17.0,1902.298,28.3,31.0,43.5,1.7,216,1,2022
STR,22.0,2.0,HARD,5.0,False,0 days 00:01:27.815000,0 days 00:00:28.110000,0 days 00:00:30.285000,0 days 00:00:29.420000,315.0,318.0,305.0,321.0,18.0,1903.292,28.3,31.0,43.5,1.7,216,1,2022
LAT,22.0,2.0,HARD,7.0,True,0 days 00:01:27.196000,0 days 00:00:28.029000,0 days 00:00:30.137000,0 days 00:00:29.030000,315.0,319.0,310.0,327.0,19.0,1904.57,28.3,31.0,43.5,1.7,216,1,2022
VER,23.0,1.0,SOFT,23.0,True,0 days 00:01:25.719000,0 days 00:00:28.199000,0 days 00:00:29.376000,0 days 00:00:28.144000,306.0,306.0,303.0,,1.0,1917.593,28.3,31.0,43.5,1.7,216,1,2022
RUS,23.0,1.0,SOFT,23.0,True,0 days 00:01:30.661000,0 days 00:00:28.059000,0 days 00:00:29.802000,0 days 00:00:32.800000,316.0,309.0,,306.0,3.0,1927.99,28.2,31.0,43.4,1.3,215,1,2022
LEC,23.0,2.0,MEDIUM,11.0,True,0 days 00:01:25.471000,0 days 00:00:28.003000,0 days 00:00:29.298000,0 days 00:00:28.170000,310.0,310.0,306.0,313.0,2.0,1932.136,28.2,31.0,43.4,1.3,215,1,2022
SAI,23.0,1.0,MEDIUM,23.0,True,0 days 00:01:26.676000,0 days 00:00:28.127000,0 days 00:00:29.987000,0 days 00:00:28.562000,311.0,310.0,305.0,312.0,4.0,1945.735,28.2,31.0,43.4,1.3,215,1,2022
NOR,23.0,1.0,MEDIUM,23.0,True,0 days 00:01:26.861000,0 days 00:00:28.314000,0 days 00:00:29.866000,0 days 00:00:28.681000,,306.0,303.0,,5.0,1954.31,28.2,31.0,43.4,1.3,215,1,2022
ALO,23.0,1.0,MEDIUM,23.0,True,0 days 00:01:28.055000,0 days 00:00:28.330000,0 days 00:00:30.766000,0 days 00:00:28.959000,306.0,306.0,301.0,309.0,6.0,1956.906,28.2,31.0,43.4,1.3,215,1,2022
HAM,23.0,1.0,MEDIUM,23.0,True,0 days 00:01:27.023000,0 days 00:00:28.206000,0 days 00:00:30.024000,0 days 00:00:28.793000,310.0,316.0,308.0,313.0,7.0,1958.427,28.2,31.0,43.4,1.3,215,1,2022
MSC,23.0,1.0,MEDIUM,23.0,True,0 days 00:01:27.545000,0 days 00:00:28.768000,0 days 00:00:29.911000,0 days 00:00:28.866000,301.0,302.0,298.0,303.0,8.0,1969.871,28.2,31.0,43.4,1.3,215,1,2022
PER,23.0,2.0,HARD,16.0,True,0 days 00:01:27.262000,0 days 00:00:28.747000,0 days 00:00:29.680000,0 days 00:00:28.835000,303.0,320.0,304.0,321.0,9.0,1970.529,28.2,31.0,43.4,1.3,215,1,2022
BOT,23.0,1.0,MEDIUM,23.0,True,0 days 00:01:27.671000,0 days 00:00:28.210000,0 days 00:00:30.290000,0 days 00:00:29.171000,315.0,317.0,304.0,319.0,10.0,1972.342,28.2,31.0,43.4,1.3,215,1,2022
MAG,23.0,1.0,MEDIUM,23.0,True,0 days 00:01:28.011000,0 days 00:00:28.635000,0 days 00:00:30.199000,0 days 00:00:29.177000,,302.0,299.0,303.0,11.0,1976.223,28.2,31.0,43.4,1.3,215,1,2022
RIC,23.0,2.0,HARD,4.0,True,0 days 00:01:26.911000,0 days 00:00:28.297000,0 days 00:00:29.903000,0 days 00:00:28.711000,307.0,306.0,303.0,319.0,12.0,1979.603,28.2,31.0,43.4,1.3,215,1,2022
GAS,23.0,2.0,HARD,6.0,False,0 days 00:01:26.946000,0 days 00:00:28.058000,0 days 00:00:29.904000,0 days 00:00:28.984000,310.0,326.0,304.0,327.0,13.0,1980.281,28.2,31.0,43.4,1.3,215,1,2022
DEV,23.0,2.0,MEDIUM,4.0,True,0 days 00:01:26.925000,0 days 00:00:28.029000,0 days 00:00:29.942000,0 days 00:00:28.954000,313.0,315.0,306.0,320.0,14.0,1981.756,28.2,31.0,43.4,1.3,215,1,2022
ZHO,23.0,2.0,HARD,5.0,True,0 days 00:01:27.155000,0 days 00:00:28.230000,0 days 00:00:29.991000,0 days 00:00:28.934000,308.0,315.0,307.0,316.0,15.0,1983.026,28.2,31.0,43.4,1.3,215,1,2022
OCO,23.0,2.0,HARD,4.0,True,0 days 00:01:27.158000,0 days 00:00:28.304000,0 days 00:00:29.753000,0 days 00:00:29.101000,301.0,302.0,302.0,305.0,16.0,1988.334,28.2,32.0,43.4,1.7,219,1,2022
TSU,23.0,2.0,HARD,5.0,False,0 days 00:01:27.272000,0 days 00:00:28.268000,0 days 00:00:30.047000,0 days 00:00:28.957000,311.0,311.0,303.0,315.0,17.0,1989.828,28.2,32.0,43.4,1.7,219,1,2022
STR,23.0,2.0,HARD,6.0,False,0 days 00:01:27.595000,0 days 00:00:28.158000,0 days 00:00:30.254000,0 days 00:00:29.183000,314.0,310.0,304.0,311.0,18.0,1991.107,28.2,32.0,43.4,1.7,219,1,2022
LAT,23.0,2.0,HARD,8.0,True,0 days 00:01:27.346000,0 days 00:00:28.338000,0 days 00:00:29.995000,0 days 00:00:29.013000,319.0,329.0,312.0,,19.0,1991.766,28.2,32.0,43.4,1.7,219,1,2022
VER,24.0,1.0,SOFT,24.0,True,0 days 00:01:25.800000,0 days 00:00:28.223000,0 days 00:00:29.331000,0 days 00:00:28.246000,304.0,308.0,303.0,310.0,1.0,2003.312,28.2,32.0,43.4,1.7,219,1,2022
LEC,24.0,2.0,MEDIUM,12.0,True,0 days 00:01:25.365000,0 days 00:00:27.957000,0 days 00:00:29.261000,0 days 00:00:28.147000,309.0,309.0,307.0,312.0,2.0,2017.607,28.2,32.0,43.4,1.7,219,1,2022
RUS,24.0,2.0,HARD,1.0,True,0 days 00:01:47.766000,0 days 00:00:49.427000,0 days 00:00:29.755000,0 days 00:00:28.584000,301.0,302.0,304.0,278.0,4.0,2018.651,28.2,32.0,43.4,1.7,219,1,2022
SAI,24.0,1.0,MEDIUM,24.0,True,0 days 00:01:26.655000,0 days 00:00:28.240000,0 days 00:00:29.889000,0 days 00:00:28.526000,310.0,309.0,305.0,,3.0,2032.411,28.2,32.0,43.4,1.7,219,1,2022
NOR,24.0,1.0,MEDIUM,24.0,True,0 days 00:01:27.371000,0 days 00:00:28.325000,0 days 00:00:30.131000,0 days 00:00:28.915000,309.0,308.0,304.0,312.0,5.0,2041.171,28.2,32.0,43.4,1.7,219,1,2022
ALO,24.0,1.0,MEDIUM,24.0,True,0 days 00:01:27.830000,0 days 00:00:28.491000,0 days 00:00:30.309000,0 days 00:00:29.030000,302.0,303.0,301.0,314.0,6.0,2044.961,28.2,32.0,43.4,1.7,219,1,2022
HAM,24.0,1.0,MEDIUM,24.0,True,0 days 00:01:28.066000,0 days 00:00:28.380000,0 days 00:00:30.351000,0 days 00:00:29.335000,,316.0,302.0,332.0,7.0,2045.45,28.2,32.0,43.4,1.7,219,1,2022
MSC,24.0,1.0,MEDIUM,24.0,True,0 days 00:01:28.403000,0 days 00:00:29.422000,0 days 00:00:30.049000,0 days 00:00:28.932000,,316.0,301.0,302.0,9.0,2057.416,28.2,32.0,43.4,1.8,278,1,2022
PER,24.0,2.0,HARD,17.0,True,0 days 00:01:26.742000,0 days 00:00:28.526000,0 days 00:00:29.754000,0 days 00:00:28.462000,297.0,299.0,302.0,322.0,8.0,2057.791,28.2,32.0,43.4,1.8,278,1,2022
BOT,24.0,1.0,MEDIUM,24.0,True,0 days 00:01:27.827000,0 days 00:00:28.360000,0 days 00:00:30.245000,0 days 00:00:29.222000,311.0,315.0,304.0,,10.0,2060.013,28.2,32.0,43.4,1.8,278,1,2022
MAG,24.0,1.0,MEDIUM,24.0,True,0 days 00:01:32.278000,0 days 00:00:28.618000,0 days 00:00:30.240000,0 days 00:00:33.420000,302.0,311.0,,306.0,14.0,2064.234,28.2,32.0,43.4,1.8,278,1,2022
RIC,24.0,2.0,HARD,5.0,True,0 days 00:01:27.094000,0 days 00:00:28.402000,0 days 00:00:29.920000,0 days 00:00:28.772000,,308.0,302.0,315.0,11.0,2066.514,28.2,32.0,43.4,1.8,278,1,2022
GAS,24.0,2.0,HARD,7.0,False,0 days 00:01:27.026000,0 days 00:00:28.161000,0 days 00:00:29.890000,0 days 00:00:28.975000,311.0,327.0,304.0,326.0,12.0,2067.227,28.2,32.0,43.4,1.8,278,1,2022
DEV,24.0,2.0,MEDIUM,5.0,True,0 days 00:01:26.818000,0 days 00:00:27.967000,0 days 00:00:29.995000,0 days 00:00:28.856000,312.0,314.0,306.0,322.0,13.0,2068.681,28.2,32.0,43.4,1.8,278,1,2022
ZHO,24.0,2.0,HARD,6.0,True,0 days 00:01:26.996000,0 days 00:00:28.104000,0 days 00:00:30.027000,0 days 00:00:28.865000,311.0,314.0,307.0,319.0,15.0,2070.181,28.2,32.0,43.4,1.8,278,1,2022
OCO,24.0,2.0,HARD,5.0,True,0 days 00:01:27.106000,0 days 00:00:28.275000,0 days 00:00:29.914000,0 days 00:00:28.917000,299.0,301.0,301.0,306.0,16.0,2075.492,28.2,32.0,43.4,1.8,278,1,2022
TSU,24.0,2.0,HARD,6.0,False,0 days 00:01:27.256000,0 days 00:00:28.344000,0 days 00:00:30.034000,0 days 00:00:28.878000,308.0,311.0,304.0,314.0,17.0,2077.1,28.2,32.0,43.4,1.8,278,1,2022
STR,24.0,2.0,HARD,7.0,False,0 days 00:01:28.746000,0 days 00:00:29.095000,0 days 00:00:30.336000,0 days 00:00:29.315000,316.0,318.0,306.0,312.0,19.0,2078.702,28.2,32.0,43.4,1.8,278,1,2022
LAT,24.0,2.0,HARD,9.0,True,0 days 00:01:27.394000,0 days 00:00:28.238000,0 days 00:00:30.208000,0 days 00:00:28.948000,312.0,313.0,307.0,339.0,18.0,2079.112,28.2,32.0,43.4,1.8,278,1,2022
VER,25.0,1.0,SOFT,25.0,True,0 days 00:01:29.712000,0 days 00:00:28.158000,0 days 00:00:29.438000,0 days 00:00:32.116000,,308.0,,311.0,1.0,2089.112,28.2,32.0,43.4,1.8,278,1,2022
LEC,25.0,2.0,MEDIUM,13.0,True,0 days 00:01:25.225000,0 days 00:00:27.945000,0 days 00:00:29.289000,0 days 00:00:27.991000,307.0,309.0,307.0,,2.0,2102.972,28.2,32.0,43.4,1.8,278,1,2022
SAI,25.0,1.0,MEDIUM,25.0,True,0 days 00:01:26.742000,0 days 00:00:28.167000,0 days 00:00:30.072000,0 days 00:00:28.503000,308.0,308.0,305.0,,3.0,2119.066,28.3,31.0,43.2,1.7,186,1,2022
RUS,25.0,2.0,HARD,2.0,True,0 days 00:01:25.678000,0 days 00:00:28.052000,0 days 00:00:29.409000,0 days 00:00:28.217000,307.0,304.0,305.0,308.0,4.0,2126.417,28.3,31.0,43.2,1.7,186,1,2022
NOR,25.0,1.0,MEDIUM,25.0,True,0 days 00:01:26.902000,0 days 00:00:28.237000,0 days 00:00:29.933000,0 days 00:00:28.732000,308.0,307.0,304.0,315.0,5.0,2128.542,28.3,31.0,43.2,1.7,186,1,2022
ALO,25.0,1.0,MEDIUM,25.0,True,0 days 00:01:27.452000,0 days 00:00:28.374000,0 days 00:00:30.298000,0 days 00:00:28.780000,300.0,301.0,301.0,308.0,6.0,2132.791,28.3,31.0,43.2,1.7,186,1,2022
HAM,25.0,1.0,MEDIUM,25.0,True,0 days 00:01:27.467000,0 days 00:00:28.344000,0 days 00:00:30.264000,0 days 00:00:28.859000,306.0,313.0,305.0,319.0,7.0,2133.516,28.3,31.0,43.2,1.7,186,1,2022
PER,25.0,2.0,HARD,18.0,True,0 days 00:01:26.109000,0 days 00:00:28.287000,0 days 00:00:29.585000,0 days 00:00:28.237000,301.0,303.0,302.0,309.0,8.0,2144.533,28.3,31.0,43.2,1.7,186,1,2022
MSC,25.0,1.0,MEDIUM,25.0,True,0 days 00:01:27.674000,0 days 00:00:28.740000,0 days 00:00:30.197000,0 days 00:00:28.737000,302.0,303.0,299.0,309.0,9.0,2145.819,28.3,31.0,43.2,1.7,186,1,2022
BOT,25.0,1.0,MEDIUM,25.0,True,0 days 00:01:27.549000,0 days 00:00:28.173000,0 days 00:00:30.206000,0 days 00:00:29.170000,314.0,316.0,304.0,320.0,10.0,2147.84,28.3,31.0,43.2,1.7,186,1,2022
RIC,25.0,2.0,HARD,6.0,True,0 days 00:01:26.971000,0 days 00:00:28.395000,0 days 00:00:29.910000,0 days 00:00:28.666000,309.0,306.0,301.0,313.0,11.0,2153.608,28.3,31.0,43.2,1.7,186,1,2022
GAS,25.0,2.0,HARD,8.0,False,0 days 00:01:27.074000,0 days 00:00:28.164000,0 days 00:00:29.992000,0 days 00:00:28.918000,307.0,325.0,303.0,329.0,12.0,2154.253,28.3,31.0,43.2,1.7,186,1,2022
DEV,25.0,2.0,MEDIUM,6.0,True,0 days 00:01:26.643000,0 days 00:00:27.952000,0 days 00:00:29.816000,0 days 00:00:28.875000,,326.0,307.0,,13.0,2155.499,28.3,31.0,43.2,1.7,186,1,2022
MAG,25.0,2.0,HARD,1.0,True,0 days 00:01:54.426000,0 days 00:00:54.766000,0 days 00:00:30.478000,0 days 00:00:29.182000,299.0,300.0,297.0,277.0,19.0,2156.512,28.3,31.0,43.2,1.7,186,1,2022
ZHO,25.0,2.0,HARD,7.0,True,0 days 00:01:26.763000,0 days 00:00:28.110000,0 days 00:00:29.864000,0 days 00:00:28.789000,314.0,318.0,307.0,320.0,14.0,2157.177,28.3,31.0,43.2,1.7,186,1,2022
OCO,25.0,2.0,HARD,6.0,True,0 days 00:01:27.223000,0 days 00:00:28.404000,0 days 00:00:29.948000,0 days 00:00:28.871000,298.0,302.0,302.0,307.0,15.0,2162.598,28.3,31.0,43.2,1.7,186,1,2022
TSU,25.0,2.0,HARD,7.0,False,0 days 00:01:27.329000,0 days 00:00:28.300000,0 days 00:00:30,0 days 00:00:29.029000,310.0,312.0,302.0,318.0,16.0,2164.356,28.3,31.0,43.2,1.7,186,1,2022
LAT,25.0,2.0,HARD,10.0,True,0 days 00:01:27.220000,0 days 00:00:28.223000,0 days 00:00:30.086000,0 days 00:00:28.911000,314.0,314.0,308.0,321.0,17.0,2166.506,28.3,31.0,43.2,1.7,186,1,2022
STR,25.0,2.0,HARD,8.0,False,0 days 00:01:27.749000,0 days 00:00:28.120000,0 days 00:00:30.330000,0 days 00:00:29.299000,310.0,307.0,303.0,323.0,18.0,2167.448,28.3,30.0,43.6,1.3,173,1,2022
VER,26.0,2.0,MEDIUM,1.0,True,0 days 00:01:45.038000,0 days 00:00:47.819000,0 days 00:00:29.149000,0 days 00:00:28.070000,302.0,303.0,302.0,278.0,2.0,2178.824,28.3,30.0,43.6,1.3,173,1,2022
LEC,26.0,2.0,MEDIUM,14.0,True,0 days 00:01:25.507000,0 days 00:00:28.002000,0 days 00:00:29.308000,0 days 00:00:28.197000,309.0,310.0,307.0,313.0,1.0,2188.197,28.3,30.0,43.6,1.3,173,1,2022
SAI,26.0,1.0,MEDIUM,26.0,True,0 days 00:01:26.752000,0 days 00:00:28.136000,0 days 00:00:30.094000,0 days 00:00:28.522000,309.0,309.0,306.0,313.0,3.0,2205.808,28.3,30.0,43.6,1.3,173,1,2022
RUS,26.0,2.0,HARD,3.0,True,0 days 00:01:25.593000,0 days 00:00:28.115000,0 days 00:00:29.274000,0 days 00:00:28.204000,,305.0,306.0,,4.0,2212.095,28.3,30.0,43.6,1.3,173,1,2022
NOR,26.0,1.0,MEDIUM,26.0,True,0 days 00:01:27.082000,0 days 00:00:28.229000,0 days 00:00:30.074000,0 days 00:00:28.779000,,307.0,303.0,316.0,5.0,2215.444,28.3,30.0,43.6,1.3,173,1,2022
ALO,26.0,1.0,MEDIUM,26.0,True,0 days 00:01:27.583000,0 days 00:00:28.375000,0 days 00:00:30.280000,0 days 00:00:28.928000,299.0,303.0,301.0,,6.0,2220.243,28.3,30.0,43.6,1.3,173,1,2022
HAM,26.0,1.0,MEDIUM,26.0,True,0 days 00:01:27.183000,0 days 00:00:28.195000,0 days 00:00:30.079000,0 days 00:00:28.909000,316.0,319.0,310.0,321.0,7.0,2220.983,28.3,30.0,43.6,1.3,173,1,2022
PER,26.0,2.0,HARD,19.0,True,0 days 00:01:26.255000,0 days 00:00:28.390000,0 days 00:00:29.525000,0 days 00:00:28.340000,300.0,305.0,302.0,308.0,8.0,2230.642,28.1,31.0,43.6,2.0,145,1,2022
MSC,26.0,1.0,MEDIUM,26.0,True,0 days 00:01:27.491000,0 days 00:00:28.764000,0 days 00:00:30.001000,0 days 00:00:28.726000,,304.0,299.0,308.0,9.0,2233.493,28.1,31.0,43.6,2.0,145,1,2022
BOT,26.0,1.0,MEDIUM,26.0,True,0 days 00:01:27.771000,0 days 00:00:28.153000,0 days 00:00:30.348000,0 days 00:00:29.270000,313.0,312.0,305.0,319.0,10.0,2235.389,28.1,31.0,43.6,2.0,145,1,2022
RIC,26.0,2.0,HARD,7.0,True,0 days 00:01:27.173000,0 days 00:00:28.395000,0 days 00:00:29.871000,0 days 00:00:28.907000,307.0,307.0,302.0,314.0,11.0,2240.579,28.1,31.0,43.6,2.0,145,1,2022
GAS,26.0,2.0,HARD,9.0,False,0 days 00:01:27.196000,0 days 00:00:28.163000,0 days 00:00:30.091000,0 days 00:00:28.942000,309.0,326.0,303.0,328.0,12.0,2241.327,28.1,31.0,43.6,2.0,145,1,2022
DEV,26.0,2.0,MEDIUM,7.0,True,0 days 00:01:27.115000,0 days 00:00:27.957000,0 days 00:00:30.009000,0 days 00:00:29.149000,316.0,328.0,306.0,327.0,13.0,2242.142,28.1,31.0,43.6,2.0,145,1,2022
ZHO,26.0,2.0,HARD,8.0,True,0 days 00:01:26.930000,0 days 00:00:28.117000,0 days 00:00:30.046000,0 days 00:00:28.767000,312.0,317.0,307.0,319.0,14.0,2243.94,28.1,31.0,43.6,2.0,145,1,2022
OCO,26.0,2.0,HARD,7.0,True,0 days 00:01:27.054000,0 days 00:00:28.321000,0 days 00:00:29.902000,0 days 00:00:28.831000,299.0,303.0,302.0,306.0,15.0,2249.821,28.1,31.0,43.6,2.0,145,1,2022
TSU,26.0,2.0,HARD,8.0,False,0 days 00:01:27.372000,0 days 00:00:28.362000,0 days 00:00:29.975000,0 days 00:00:29.035000,,312.0,303.0,317.0,16.0,2251.685,28.1,31.0,43.6,2.0,145,1,2022
LAT,26.0,2.0,HARD,11.0,True,0 days 00:01:27.040000,0 days 00:00:28.014000,0 days 00:00:30.101000,0 days 00:00:28.925000,316.0,316.0,309.0,325.0,17.0,2253.726,28.1,31.0,43.6,2.0,145,1,2022
STR,26.0,2.0,HARD,9.0,False,0 days 00:01:27.704000,0 days 00:00:28.256000,0 days 00:00:30.234000,0 days 00:00:29.214000,312.0,308.0,304.0,313.0,18.0,2255.197,28.1,31.0,43.6,2.0,145,1,2022
MAG,26.0,2.0,HARD,2.0,True,0 days 00:01:27.631000,0 days 00:00:28.633000,0 days 00:00:30.050000,0 days 00:00:28.948000,297.0,298.0,298.0,300.0,19.0,2270.938,28.1,31.0,43.6,2.0,145,1,2022
LEC,27.0,2.0,MEDIUM,15.0,True,0 days 00:01:26.040000,0 days 00:00:27.906000,0 days 00:00:29.793000,0 days 00:00:28.341000,310.0,312.0,308.0,315.0,1.0,2273.704,28.1,31.0,43.6,2.0,145,1,2022
VER,27.0,2.0,MEDIUM,2.0,True,0 days 00:01:25.012000,0 days 00:00:28.035000,0 days 00:00:28.872000,0 days 00:00:28.105000,303.0,306.0,303.0,307.0,2.0,2283.862,28.1,31.0,43.6,2.0,145,1,2022
SAI,27.0,1.0,MEDIUM,27.0,True,0 days 00:01:26.897000,0 days 00:00:28.120000,0 days 00:00:30.220000,0 days 00:00:28.557000,310.0,310.0,306.0,314.0,3.0,2292.56,27.9,32.0,43.2,1.2,204,1,2022
RUS,27.0,2.0,HARD,4.0,True,0 days 00:01:25.917000,0 days 00:00:28.242000,0 days 00:00:29.381000,0 days 00:00:28.294000,308.0,306.0,306.0,310.0,4.0,2297.688,27.9,32.0,43.2,1.2,204,1,2022
NOR,27.0,1.0,MEDIUM,27.0,True,0 days 00:01:26.837000,0 days 00:00:28.225000,0 days 00:00:29.870000,0 days 00:00:28.742000,,307.0,304.0,314.0,5.0,2302.526,27.9,32.0,43.2,1.2,204,1,2022
ALO,27.0,1.0,MEDIUM,27.0,True,0 days 00:01:28.363000,0 days 00:00:28.988000,0 days 00:00:30.531000,0 days 00:00:28.844000,306.0,319.0,304.0,310.0,7.0,2307.826,27.9,32.0,43.2,1.2,204,1,2022
HAM,27.0,1.0,MEDIUM,27.0,True,0 days 00:01:27.060000,0 days 00:00:28.145000,0 days 00:00:30.175000,0 days 00:00:28.740000,304.0,301.0,304.0,340.0,6.0,2308.166,27.9,32.0,43.2,1.2,204,1,2022
PER,27.0,2.0,HARD,20.0,True,0 days 00:01:26.130000,0 days 00:00:28.292000,0 days 00:00:29.396000,0 days 00:00:28.442000,302.0,306.0,303.0,309.0,8.0,2316.897,27.9,32.0,43.2,1.2,204,1,2022
MSC,27.0,1.0,MEDIUM,27.0,True,0 days 00:01:27.034000,0 days 00:00:28.582000,0 days 00:00:29.760000,0 days 00:00:28.692000,304.0,306.0,299.0,309.0,9.0,2320.984,27.9,32.0,43.2,1.2,204,1,2022
