Driver,LapNumber,Stint,Compound,TyreLife,FreshTyre,LapTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,Position,RaceElapsedTime,AirTemp,Humidity,TrackTemp,WindSpeed,WindDirection,TrackStatus,Year
GAS,1.0,1.0,HARD,1.0,True,0 days 00:02:02.171000,,0 days 00:00:31.018000,0 days 00:00:53.708000,303.0,302.0,310.0,272.0,19.0,0.0,28.8,35.4,44.9,0.3,261,1267,2021
GIO,1.0,1.0,MEDIUM,1.0,True,0 days 00:02:09.159000,,0 days 00:00:49.153000,0 days 00:00:48.620000,325.0,216.0,,258.0,20.0,0.0,28.8,35.4,44.9,0.3,261,1267,2021
ALO,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:53.420000,,0 days 00:00:32.141000,0 days 00:00:48.782000,311.0,311.0,299.0,247.0,10.0,0.0,28.8,35.4,44.9,0.3,261,1267,2021
VER,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:39.532000,,0 days 00:00:30.226000,0 days 00:00:39.290000,321.0,314.0,227.0,282.0,3.0,0.0,28.8,35.4,44.9,0.3,261,126,2021
HAM,1.0,1.0,HARD,1.0,True,0 days 00:01:45.494000,,0 days 00:00:31.225000,0 days 00:00:44.203000,335.0,325.0,267.0,294.0,5.0,0.0,28.8,35.4,44.9,0.3,261,126,2021
MAZ,1.0,1.0,MEDIUM,1.0,True,0 days 00:02:01.117000,,0 days 00:00:33.077000,0 days 00:00:54.474000,338.0,337.0,279.0,241.0,18.0,0.0,28.8,35.4,44.9,0.3,261,1267,2021
MSC,1.0,1.0,MEDIUM,1.0,True,0 days 00:02:00.963000,,0 days 00:00:32.792000,0 days 00:00:54.197000,327.0,314.0,302.0,232.0,16.0,0.0,28.8,35.4,44.9,0.3,261,1267,2021
KUB,1.0,1.0,HARD,1.0,True,0 days 00:02:00.167000,,0 days 00:00:33.126000,0 days 00:00:53.665000,329.0,326.0,286.0,255.0,15.0,0.0,28.8,35.4,44.9,0.3,261,1267,2021
LEC,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:48.161000,,0 days 00:00:30.966000,0 days 00:00:45.865000,324.0,315.0,207.0,268.0,6.0,0.0,28.8,35.4,44.9,0.3,261,1267,2021
NOR,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:41.695000,,0 days 00:00:30.655000,0 days 00:00:40.863000,342.0,319.0,211.0,270.0,4.0,0.0,28.8,35.4,44.9,0.3,261,126,2021
BOT,1.0,1.0,HARD,1.0,True,0 days 00:02:01.031000,,0 days 00:00:32.869000,0 days 00:00:54.010000,316.0,323.0,314.0,236.0,17.0,0.0,28.8,35.4,44.9,0.3,261,1267,2021
VET,1.0,1.0,MEDIUM,3.0,False,0 days 00:01:58.083000,,0 days 00:00:33.451000,0 days 00:00:52.273000,329.0,325.0,298.0,246.0,13.0,0.0,28.8,35.4,44.9,0.3,261,1267,2021
RUS,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:58.146000,,0 days 00:00:33.055000,0 days 00:00:52.040000,302.0,325.0,304.0,239.0,14.0,0.0,28.8,35.4,44.9,0.3,261,1267,2021
STR,1.0,1.0,MEDIUM,3.0,False,0 days 00:01:51.426000,,0 days 00:00:31.965000,0 days 00:00:47.070000,324.0,309.0,286.0,258.0,9.0,0.0,28.8,35.4,44.9,0.3,261,1267,2021
SAI,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:49.405000,,0 days 00:00:31.684000,0 days 00:00:46.201000,335.0,313.0,251.0,276.0,7.0,0.0,28.8,35.4,44.9,0.3,261,1267,2021
LAT,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:56.194000,,0 days 00:00:32.859000,0 days 00:00:50.593000,306.0,328.0,306.0,241.0,12.0,0.0,28.8,35.4,44.9,0.3,261,1267,2021
TSU,1.0,1.0,MEDIUM,1.0,True,,,,,,,,,,0.0,28.8,35.4,44.9,0.3,261,126,2021
PER,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:50.352000,,0 days 00:00:31.553000,0 days 00:00:46.710000,334.0,321.0,257.0,272.0,8.0,0.0,28.8,35.4,44.9,0.3,261,1267,2021
RIC,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:37.656000,,0 days 00:00:29.470000,0 days 00:00:38.561000,314.0,303.0,256.0,287.0,1.0,0.0,28.8,35.4,44.9,0.3,261,126,2021
OCO,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:54.990000,,0 days 00:00:32.532000,0 days 00:00:49.561000,322.0,317.0,297.0,242.0,11.0,0.0,28.8,35.4,44.9,0.3,261,1267,2021
RIC,2.0,1.0,MEDIUM,2.0,True,0 days 00:01:30.745000,0 days 00:00:32.860000,0 days 00:00:29.263000,0 days 00:00:28.622000,312.0,311.0,306.0,274.0,1.0,97.798,28.8,35.4,44.9,0.2,333,671,2021
VER,2.0,1.0,MEDIUM,2.0,True,0 days 00:01:30.125000,0 days 00:00:32.329000,0 days 00:00:29.197000,0 days 00:00:28.599000,309.0,313.0,309.0,291.0,2.0,99.674,28.8,35.4,44.9,0.2,333,671,2021
NOR,2.0,1.0,MEDIUM,2.0,True,0 days 00:01:30.131000,0 days 00:00:32.179000,0 days 00:00:29.369000,0 days 00:00:28.583000,315.0,313.0,311.0,280.0,3.0,101.837,28.8,35.4,44.9,0.2,333,671,2021
HAM,2.0,1.0,HARD,2.0,True,0 days 00:01:27.866000,0 days 00:00:30.756000,0 days 00:00:28.635000,0 days 00:00:28.475000,322.0,324.0,310.0,291.0,4.0,105.636,28.8,35.4,44.9,0.2,333,671,2021
LEC,2.0,1.0,MEDIUM,2.0,True,0 days 00:01:27.990000,0 days 00:00:29.905000,0 days 00:00:29.180000,0 days 00:00:28.905000,310.0,311.0,303.0,304.0,5.0,108.303,28.8,35.4,44.9,0.2,333,71,2021
SAI,2.0,1.0,MEDIUM,2.0,True,0 days 00:01:27.898000,0 days 00:00:29.321000,0 days 00:00:29.680000,0 days 00:00:28.897000,317.0,313.0,305.0,307.0,6.0,109.547,28.8,35.4,44.9,0.2,333,71,2021
PER,2.0,1.0,MEDIUM,2.0,True,0 days 00:01:27.606000,0 days 00:00:29.036000,0 days 00:00:29.775000,0 days 00:00:28.795000,307.0,320.0,313.0,287.0,7.0,110.494,28.8,35.4,44.9,0.2,333,71,2021
STR,2.0,1.0,MEDIUM,4.0,False,0 days 00:01:27.987000,0 days 00:00:29.233000,0 days 00:00:29.875000,0 days 00:00:28.879000,306.0,306.0,307.0,321.0,8.0,111.568,28.8,35.4,44.9,0.2,333,71,2021
ALO,2.0,1.0,MEDIUM,2.0,True,0 days 00:01:27.173000,0 days 00:00:28.204000,0 days 00:00:29.791000,0 days 00:00:29.178000,314.0,316.0,309.0,334.0,9.0,113.562,29.0,34.6,44.9,0.1,0,71,2021
OCO,2.0,1.0,MEDIUM,2.0,True,0 days 00:01:27.158000,0 days 00:00:28.286000,0 days 00:00:29.735000,0 days 00:00:29.137000,309.0,313.0,306.0,335.0,10.0,115.132,29.0,34.6,44.9,0.1,0,71,2021
LAT,2.0,1.0,MEDIUM,2.0,True,0 days 00:01:27.106000,0 days 00:00:28.373000,0 days 00:00:29.820000,0 days 00:00:28.913000,312.0,314.0,313.0,338.0,11.0,116.336,29.0,34.6,44.9,0.1,0,1,2021
VET,2.0,1.0,MEDIUM,4.0,False,0 days 00:01:27.568000,0 days 00:00:29.211000,0 days 00:00:29.574000,0 days 00:00:28.783000,302.0,302.0,306.0,328.0,12.0,118.225,29.0,34.6,44.9,0.1,0,1,2021
RUS,2.0,1.0,MEDIUM,2.0,True,0 days 00:01:29.102000,0 days 00:00:29.348000,0 days 00:00:30.504000,0 days 00:00:29.250000,313.0,314.0,309.0,333.0,13.0,118.288,29.0,34.6,44.9,0.1,0,1,2021
KUB,2.0,1.0,HARD,2.0,True,0 days 00:01:28.892000,0 days 00:00:28.638000,0 days 00:00:30.532000,0 days 00:00:29.722000,318.0,327.0,307.0,322.0,14.0,120.309,29.0,34.6,44.9,0.1,0,1,2021
MSC,2.0,1.0,MEDIUM,2.0,True,0 days 00:01:29.313000,0 days 00:00:29.057000,0 days 00:00:30.850000,0 days 00:00:29.406000,322.0,320.0,306.0,314.0,16.0,121.105,29.0,34.6,44.9,0.1,0,1,2021
BOT,2.0,1.0,HARD,2.0,True,0 days 00:01:28.071000,0 days 00:00:28.222000,0 days 00:00:30.373000,0 days 00:00:29.476000,320.0,322.0,316.0,339.0,15.0,121.173,29.0,34.6,44.9,0.1,0,1,2021
MAZ,2.0,1.0,MEDIUM,2.0,True,0 days 00:01:29.945000,0 days 00:00:28.967000,0 days 00:00:31.072000,0 days 00:00:29.906000,339.0,329.0,308.0,325.0,17.0,121.259,29.0,34.6,44.9,0.1,0,1,2021
GAS,2.0,1.0,HARD,2.0,True,0 days 00:01:29.005000,0 days 00:00:28.594000,0 days 00:00:30.877000,0 days 00:00:29.534000,308.0,316.0,320.0,319.0,18.0,122.313,29.0,34.6,44.9,0.1,0,1,2021
GIO,2.0,2.0,HARD,1.0,True,0 days 00:02:00.859000,0 days 00:01:01.903000,0 days 00:00:29.704000,0 days 00:00:29.252000,309.0,311.0,303.0,264.0,19.0,129.301,29.0,34.6,44.9,0.1,0,1,2021
RIC,3.0,1.0,MEDIUM,3.0,True,0 days 00:01:26.326000,0 days 00:00:28.357000,0 days 00:00:29.409000,0 days 00:00:28.560000,306.0,306.0,307.0,311.0,1.0,188.543,29.2,34.1,44.8,0.2,221,1,2021
VER,3.0,1.0,MEDIUM,3.0,True,0 days 00:01:25.808000,0 days 00:00:28.111000,0 days 00:00:29.137000,0 days 00:00:28.560000,314.0,324.0,309.0,318.0,2.0,189.799,29.2,34.1,44.8,0.2,221,1,2021
NOR,3.0,1.0,MEDIUM,3.0,True,0 days 00:01:26.073000,0 days 00:00:28.148000,0 days 00:00:29.302000,0 days 00:00:28.623000,312.0,313.0,310.0,316.0,3.0,191.968,29.2,34.1,44.8,0.2,221,1,2021
HAM,3.0,1.0,HARD,3.0,True,0 days 00:01:25.870000,0 days 00:00:28.224000,0 days 00:00:29.216000,0 days 00:00:28.430000,312.0,315.0,312.0,318.0,4.0,193.502,29.2,34.1,44.8,0.2,221,1,2021
LEC,3.0,1.0,MEDIUM,3.0,True,0 days 00:01:26.073000,0 days 00:00:28.209000,0 days 00:00:29.051000,0 days 00:00:28.813000,316.0,319.0,302.0,319.0,5.0,196.293,29.2,34.1,44.8,0.2,221,1,2021
SAI,3.0,1.0,MEDIUM,3.0,True,0 days 00:01:26.611000,0 days 00:00:28.445000,0 days 00:00:29.335000,0 days 00:00:28.831000,315.0,316.0,303.0,321.0,6.0,197.445,29.2,34.1,44.8,0.2,221,1,2021
PER,3.0,1.0,MEDIUM,3.0,True,0 days 00:01:26.741000,0 days 00:00:28.242000,0 days 00:00:29.581000,0 days 00:00:28.918000,317.0,327.0,312.0,314.0,7.0,198.1,29.2,34.1,44.8,0.2,221,1,2021
STR,3.0,1.0,MEDIUM,5.0,False,0 days 00:01:26.738000,0 days 00:00:28.336000,0 days 00:00:29.612000,0 days 00:00:28.790000,308.0,311.0,306.0,314.0,8.0,199.555,29.2,34.1,44.8,0.2,221,1,2021
ALO,3.0,1.0,MEDIUM,3.0,True,0 days 00:01:27.688000,0 days 00:00:28.336000,0 days 00:00:30.157000,0 days 00:00:29.195000,311.0,313.0,305.0,322.0,9.0,200.735,29.2,34.1,44.8,0.2,221,1,2021
OCO,3.0,1.0,MEDIUM,3.0,True,0 days 00:01:27.577000,0 days 00:00:28.543000,0 days 00:00:29.927000,0 days 00:00:29.107000,307.0,312.0,305.0,320.0,10.0,202.29,29.2,34.1,44.8,0.2,221,1,2021
LAT,3.0,1.0,MEDIUM,3.0,True,0 days 00:01:27.110000,0 days 00:00:28.346000,0 days 00:00:29.927000,0 days 00:00:28.837000,314.0,318.0,314.0,324.0,11.0,203.442,29.2,34.1,44.8,0.2,221,1,2021
VET,3.0,1.0,MEDIUM,5.0,False,0 days 00:01:27.408000,0 days 00:00:28.561000,0 days 00:00:29.895000,0 days 00:00:28.952000,303.0,305.0,304.0,311.0,12.0,205.793,29.2,34.1,44.8,0.2,221,1,2021
RUS,3.0,1.0,MEDIUM,3.0,True,0 days 00:01:27.675000,0 days 00:00:28.556000,0 days 00:00:30.066000,0 days 00:00:29.053000,307.0,309.0,308.0,319.0,13.0,207.39,29.2,34.1,44.8,0.2,221,1,2021
KUB,3.0,1.0,HARD,3.0,True,0 days 00:01:28.736000,0 days 00:00:28.761000,0 days 00:00:30.415000,0 days 00:00:29.560000,324.0,323.0,305.0,330.0,15.0,209.201,29.2,34.1,44.8,0.2,221,1,2021
BOT,3.0,1.0,HARD,3.0,True,0 days 00:01:26.545000,0 days 00:00:28.228000,0 days 00:00:29.576000,0 days 00:00:28.741000,311.0,315.0,314.0,336.0,14.0,209.244,29.2,34.1,44.8,0.2,221,1,2021
MSC,3.0,1.0,MEDIUM,3.0,True,0 days 00:01:28.636000,0 days 00:00:28.684000,0 days 00:00:30.102000,0 days 00:00:29.850000,316.0,329.0,303.0,323.0,16.0,210.418,29.2,34.1,44.8,0.2,221,1,2021
MAZ,3.0,1.0,MEDIUM,3.0,True,0 days 00:01:28.699000,0 days 00:00:28.796000,0 days 00:00:30.084000,0 days 00:00:29.819000,326.0,335.0,304.0,331.0,17.0,211.204,29.2,34.1,44.8,0.2,221,1,2021
GAS,3.0,1.0,HARD,3.0,True,0 days 00:01:49.173000,0 days 00:00:28.479000,0 days 00:00:37.644000,0 days 00:00:43.050000,273.0,255.0,,324.0,18.0,211.318,29.2,34.1,44.8,0.2,221,1,2021
GIO,3.0,2.0,HARD,2.0,True,0 days 00:01:27.123000,0 days 00:00:28.421000,0 days 00:00:29.450000,0 days 00:00:29.252000,308.0,311.0,303.0,315.0,19.0,250.16,29.2,33.8,45.0,0.3,160,1,2021
RIC,4.0,1.0,MEDIUM,4.0,True,0 days 00:01:26.313000,0 days 00:00:28.325000,0 days 00:00:29.399000,0 days 00:00:28.589000,305.0,305.0,306.0,324.0,1.0,274.869,29.2,33.8,45.0,0.3,160,1,2021
VER,4.0,1.0,MEDIUM,4.0,True,0 days 00:01:26.395000,0 days 00:00:28.232000,0 days 00:00:29.404000,0 days 00:00:28.759000,313.0,323.0,307.0,323.0,2.0,275.607,29.2,33.8,45.0,0.3,160,1,2021
NOR,4.0,1.0,MEDIUM,4.0,True,0 days 00:01:26.728000,0 days 00:00:28.493000,0 days 00:00:29.526000,0 days 00:00:28.709000,309.0,310.0,308.0,315.0,3.0,278.041,29.2,33.8,45.0,0.3,160,1,2021
HAM,4.0,1.0,HARD,4.0,True,0 days 00:01:26.252000,0 days 00:00:28.247000,0 days 00:00:29.504000,0 days 00:00:28.501000,313.0,316.0,312.0,322.0,4.0,279.372,29.2,33.8,45.0,0.3,160,1,2021
LEC,4.0,1.0,MEDIUM,4.0,True,0 days 00:01:26.580000,0 days 00:00:28.367000,0 days 00:00:29.185000,0 days 00:00:29.028000,315.0,318.0,301.0,321.0,5.0,282.366,29.2,33.8,45.0,0.3,160,1,2021
SAI,4.0,1.0,MEDIUM,4.0,True,0 days 00:01:27.168000,0 days 00:00:28.615000,0 days 00:00:29.378000,0 days 00:00:29.175000,310.0,310.0,302.0,312.0,6.0,284.056,29.2,33.8,45.0,0.3,160,1,2021
PER,4.0,1.0,MEDIUM,4.0,True,0 days 00:01:27.002000,0 days 00:00:28.560000,0 days 00:00:29.644000,0 days 00:00:28.798000,319.0,320.0,312.0,301.0,7.0,284.841,29.2,33.8,45.0,0.3,160,1,2021
STR,4.0,1.0,MEDIUM,6.0,False,0 days 00:01:27.427000,0 days 00:00:28.524000,0 days 00:00:29.826000,0 days 00:00:29.077000,307.0,307.0,304.0,318.0,8.0,286.293,29.2,33.8,45.0,0.3,160,1,2021
ALO,4.0,1.0,MEDIUM,4.0,True,0 days 00:01:27.750000,0 days 00:00:28.434000,0 days 00:00:30.101000,0 days 00:00:29.215000,310.0,312.0,304.0,321.0,9.0,288.423,29.2,33.8,45.0,0.3,160,1,2021
OCO,4.0,1.0,MEDIUM,4.0,True,0 days 00:01:27.472000,0 days 00:00:28.540000,0 days 00:00:29.889000,0 days 00:00:29.043000,309.0,312.0,306.0,,10.0,289.867,29.2,33.8,45.0,0.3,160,1,2021
LAT,4.0,1.0,MEDIUM,4.0,True,0 days 00:01:27.643000,0 days 00:00:28.609000,0 days 00:00:30.001000,0 days 00:00:29.033000,316.0,318.0,313.0,325.0,11.0,290.552,29.2,33.8,45.0,0.3,160,1,2021
VET,4.0,1.0,MEDIUM,6.0,False,0 days 00:01:27.224000,0 days 00:00:28.625000,0 days 00:00:29.639000,0 days 00:00:28.960000,304.0,306.0,304.0,313.0,12.0,293.201,29.0,32.9,45.2,0.4,244,1,2021
RUS,4.0,1.0,MEDIUM,4.0,True,0 days 00:01:28.159000,0 days 00:00:28.692000,0 days 00:00:30.116000,0 days 00:00:29.351000,306.0,308.0,306.0,317.0,13.0,295.065,29.0,32.9,45.2,0.4,244,1,2021
BOT,4.0,1.0,HARD,4.0,True,0 days 00:01:27.601000,0 days 00:00:28.486000,0 days 00:00:30.089000,0 days 00:00:29.026000,317.0,321.0,319.0,322.0,14.0,295.789,29.0,32.9,45.2,0.4,244,1,2021
KUB,4.0,1.0,HARD,4.0,True,0 days 00:01:27.546000,0 days 00:00:28.331000,0 days 00:00:29.929000,0 days 00:00:29.286000,320.0,326.0,305.0,332.0,15.0,297.937,29.0,32.9,45.2,0.4,244,1,2021
MSC,4.0,1.0,MEDIUM,4.0,True,0 days 00:01:28.038000,0 days 00:00:28.627000,0 days 00:00:29.871000,0 days 00:00:29.540000,314.0,319.0,302.0,,16.0,299.054,29.0,32.9,45.2,0.4,244,1,2021
MAZ,4.0,1.0,MEDIUM,4.0,True,0 days 00:01:28.045000,0 days 00:00:28.520000,0 days 00:00:29.985000,0 days 00:00:29.540000,321.0,333.0,306.0,341.0,17.0,299.903,29.0,32.9,45.2,0.4,244,1,2021
GIO,4.0,2.0,HARD,3.0,True,0 days 00:01:26.850000,0 days 00:00:28.319000,0 days 00:00:29.378000,0 days 00:00:29.153000,315.0,318.0,302.0,323.0,18.0,337.283,29.0,32.9,45.2,0.4,244,1,2021
RIC,5.0,1.0,MEDIUM,5.0,True,0 days 00:01:26.410000,0 days 00:00:28.499000,0 days 00:00:29.329000,0 days 00:00:28.582000,307.0,307.0,306.0,311.0,1.0,361.182,28.9,32.5,45.2,0.2,83,1,2021
VER,5.0,1.0,MEDIUM,5.0,True,0 days 00:01:26.377000,0 days 00:00:28.244000,0 days 00:00:29.412000,0 days 00:00:28.721000,314.0,323.0,308.0,325.0,2.0,362.002,28.9,32.5,45.2,0.2,83,1,2021
NOR,5.0,1.0,MEDIUM,5.0,True,0 days 00:01:26.309000,0 days 00:00:28.215000,0 days 00:00:29.395000,0 days 00:00:28.699000,310.0,313.0,307.0,,3.0,364.769,28.9,32.5,45.2,0.2,83,1,2021
HAM,5.0,1.0,HARD,5.0,True,0 days 00:01:26.026000,0 days 00:00:28.245000,0 days 00:00:29.361000,0 days 00:00:28.420000,317.0,322.0,314.0,326.0,4.0,365.624,28.9,32.5,45.2,0.2,83,1,2021
LEC,5.0,1.0,MEDIUM,5.0,True,0 days 00:01:26.473000,0 days 00:00:28.339000,0 days 00:00:29.162000,0 days 00:00:28.972000,,320.0,302.0,324.0,5.0,368.946,28.9,32.5,45.2,0.2,83,1,2021
SAI,5.0,1.0,MEDIUM,5.0,True,0 days 00:01:26.803000,0 days 00:00:28.378000,0 days 00:00:29.414000,0 days 00:00:29.011000,309.0,312.0,301.0,330.0,6.0,371.224,28.9,32.5,45.2,0.2,83,1,2021
PER,5.0,1.0,MEDIUM,5.0,True,0 days 00:01:27.049000,0 days 00:00:28.274000,0 days 00:00:29.633000,0 days 00:00:29.142000,320.0,328.0,310.0,309.0,7.0,371.843,28.9,32.5,45.2,0.2,83,1,2021
STR,5.0,1.0,MEDIUM,7.0,False,0 days 00:01:27.249000,0 days 00:00:28.484000,0 days 00:00:29.778000,0 days 00:00:28.987000,305.0,309.0,303.0,320.0,8.0,373.72,28.9,32.5,45.2,0.2,83,1,2021
ALO,5.0,1.0,MEDIUM,5.0,True,0 days 00:01:27.418000,0 days 00:00:28.291000,0 days 00:00:29.957000,0 days 00:00:29.170000,309.0,315.0,304.0,320.0,9.0,376.173,28.9,32.5,45.2,0.2,83,1,2021
OCO,5.0,1.0,MEDIUM,5.0,True,0 days 00:01:27.462000,0 days 00:00:28.437000,0 days 00:00:29.950000,0 days 00:00:29.075000,307.0,316.0,306.0,323.0,10.0,377.339,28.9,32.5,45.2,0.2,83,1,2021
LAT,5.0,1.0,MEDIUM,5.0,True,0 days 00:01:27.580000,0 days 00:00:28.420000,0 days 00:00:30.083000,0 days 00:00:29.077000,,318.0,313.0,326.0,11.0,378.195,28.9,32.5,45.2,0.2,83,1,2021
VET,5.0,1.0,MEDIUM,7.0,False,0 days 00:01:27.137000,0 days 00:00:28.600000,0 days 00:00:29.602000,0 days 00:00:28.935000,305.0,308.0,305.0,314.0,12.0,380.425,28.9,32.5,45.2,0.2,83,1,2021
RUS,5.0,1.0,MEDIUM,5.0,True,0 days 00:01:28.164000,0 days 00:00:28.977000,0 days 00:00:30.156000,0 days 00:00:29.031000,316.0,316.0,309.0,310.0,14.0,383.224,28.9,32.5,45.2,0.2,83,1,2021
BOT,5.0,1.0,HARD,5.0,True,0 days 00:01:26.378000,0 days 00:00:28.378000,0 days 00:00:29.416000,0 days 00:00:28.584000,311.0,313.0,310.0,327.0,13.0,383.39,28.9,32.5,45.2,0.2,83,1,2021
KUB,5.0,1.0,HARD,5.0,True,0 days 00:01:28.040000,0 days 00:00:28.423000,0 days 00:00:30.019000,0 days 00:00:29.598000,321.0,325.0,305.0,331.0,15.0,385.483,28.9,32.5,45.2,0.2,83,1,2021
MSC,5.0,1.0,MEDIUM,5.0,True,0 days 00:01:28.092000,0 days 00:00:28.694000,0 days 00:00:29.799000,0 days 00:00:29.599000,313.0,318.0,302.0,322.0,16.0,387.092,28.9,32.5,45.2,0.2,83,1,2021
MAZ,5.0,1.0,MEDIUM,5.0,True,0 days 00:01:28.487000,0 days 00:00:28.347000,0 days 00:00:30.460000,0 days 00:00:29.680000,320.0,319.0,304.0,347.0,17.0,387.948,28.9,32.5,45.2,0.2,83,1,2021
GIO,5.0,2.0,HARD,4.0,True,0 days 00:01:26.959000,0 days 00:00:28.505000,0 days 00:00:29.377000,0 days 00:00:29.077000,313.0,316.0,303.0,321.0,18.0,424.133,28.9,32.6,44.9,0.2,179,1,2021
RIC,6.0,1.0,MEDIUM,6.0,True,0 days 00:01:26.419000,0 days 00:00:28.402000,0 days 00:00:29.383000,0 days 00:00:28.634000,,307.0,307.0,313.0,1.0,447.592,28.9,32.6,44.9,0.2,179,1,2021
VER,6.0,1.0,MEDIUM,6.0,True,0 days 00:01:26.341000,0 days 00:00:28.278000,0 days 00:00:29.398000,0 days 00:00:28.665000,312.0,324.0,309.0,322.0,2.0,448.379,28.9,32.6,44.9,0.2,179,1,2021
NOR,6.0,1.0,MEDIUM,6.0,True,0 days 00:01:26.526000,0 days 00:00:28.257000,0 days 00:00:29.582000,0 days 00:00:28.687000,308.0,310.0,309.0,334.0,3.0,451.078,28.9,32.6,44.9,0.2,179,1,2021
HAM,6.0,1.0,HARD,6.0,True,0 days 00:01:26.778000,0 days 00:00:27.907000,0 days 00:00:30.008000,0 days 00:00:28.863000,334.0,319.0,313.0,350.0,4.0,451.65,28.9,32.6,44.9,0.2,179,1,2021
LEC,6.0,1.0,MEDIUM,6.0,True,0 days 00:01:26.493000,0 days 00:00:28.455000,0 days 00:00:29.231000,0 days 00:00:28.807000,310.0,316.0,303.0,319.0,5.0,455.419,28.9,32.6,44.9,0.2,179,1,2021
SAI,6.0,1.0,MEDIUM,6.0,True,0 days 00:01:26.985000,0 days 00:00:28.678000,0 days 00:00:29.310000,0 days 00:00:28.997000,306.0,310.0,303.0,313.0,6.0,458.027,28.9,32.6,44.9,0.2,179,1,2021
PER,6.0,1.0,MEDIUM,6.0,True,0 days 00:01:27.019000,0 days 00:00:28.389000,0 days 00:00:29.717000,0 days 00:00:28.913000,317.0,320.0,312.0,305.0,7.0,458.892,28.9,32.6,44.9,0.2,179,1,2021
STR,6.0,1.0,MEDIUM,8.0,False,0 days 00:01:27.483000,0 days 00:00:28.608000,0 days 00:00:29.776000,0 days 00:00:29.099000,303.0,306.0,304.0,316.0,8.0,460.969,28.9,32.6,44.9,0.2,179,1,2021
ALO,6.0,1.0,MEDIUM,6.0,True,0 days 00:01:27.745000,0 days 00:00:28.528000,0 days 00:00:30.013000,0 days 00:00:29.204000,308.0,314.0,305.0,319.0,9.0,463.591,28.9,32.6,44.9,0.2,179,1,2021
OCO,6.0,1.0,MEDIUM,6.0,True,0 days 00:01:27.752000,0 days 00:00:28.526000,0 days 00:00:29.968000,0 days 00:00:29.258000,309.0,315.0,305.0,320.0,10.0,464.801,28.9,32.6,44.9,0.2,179,1,2021
LAT,6.0,1.0,MEDIUM,6.0,True,0 days 00:01:27.493000,0 days 00:00:28.592000,0 days 00:00:30.001000,0 days 00:00:28.900000,313.0,317.0,315.0,323.0,11.0,465.775,28.9,32.6,44.9,0.2,179,1,2021
VET,6.0,1.0,MEDIUM,8.0,False,0 days 00:01:26.954000,0 days 00:00:28.485000,0 days 00:00:29.636000,0 days 00:00:28.833000,306.0,310.0,308.0,315.0,12.0,467.562,28.9,32.6,44.9,0.2,179,1,2021
BOT,6.0,1.0,HARD,6.0,True,0 days 00:01:26.180000,0 days 00:00:28.243000,0 days 00:00:29.361000,0 days 00:00:28.576000,312.0,314.0,312.0,321.0,13.0,469.768,28.9,32.6,44.9,0.2,179,1,2021
RUS,6.0,1.0,MEDIUM,6.0,True,0 days 00:01:27.338000,0 days 00:00:28.566000,0 days 00:00:29.904000,0 days 00:00:28.868000,306.0,308.0,309.0,325.0,14.0,471.388,28.9,32.6,44.9,0.2,179,1,2021
KUB,6.0,1.0,HARD,6.0,True,0 days 00:01:27.829000,0 days 00:00:28.433000,0 days 00:00:29.989000,0 days 00:00:29.407000,319.0,321.0,306.0,328.0,15.0,473.523,28.8,33.3,44.7,0.4,204,1,2021
MSC,6.0,1.0,MEDIUM,6.0,True,0 days 00:01:28.443000,0 days 00:00:28.791000,0 days 00:00:29.965000,0 days 00:00:29.687000,,316.0,301.0,320.0,16.0,475.184,28.8,33.3,44.7,0.4,204,1,2021
MAZ,6.0,1.0,MEDIUM,6.0,True,0 days 00:01:28.302000,0 days 00:00:28.637000,0 days 00:00:30.053000,0 days 00:00:29.612000,317.0,320.0,304.0,326.0,17.0,476.435,28.8,33.3,44.7,0.4,204,1,2021
GIO,6.0,2.0,HARD,5.0,True,0 days 00:01:27.037000,0 days 00:00:28.474000,0 days 00:00:29.473000,0 days 00:00:29.090000,312.0,315.0,303.0,320.0,18.0,511.092,28.8,33.3,44.7,0.4,204,1,2021
RIC,7.0,1.0,MEDIUM,7.0,True,0 days 00:01:26.473000,0 days 00:00:28.281000,0 days 00:00:29.388000,0 days 00:00:28.804000,306.0,306.0,307.0,319.0,1.0,534.011,28.7,32.8,44.5,0.2,243,1,2021
VER,7.0,1.0,MEDIUM,7.0,True,0 days 00:01:27.159000,0 days 00:00:28.200000,0 days 00:00:29.471000,0 days 00:00:29.488000,314.0,323.0,308.0,337.0,2.0,534.72,28.7,32.8,44.5,0.2,243,1,2021
NOR,7.0,1.0,MEDIUM,7.0,True,0 days 00:01:26.784000,0 days 00:00:28.530000,0 days 00:00:29.498000,0 days 00:00:28.756000,309.0,310.0,311.0,311.0,3.0,537.604,28.7,32.8,44.5,0.2,243,1,2021
